"","Date","concentrations.TN","Flow"
"182",2013-03-29,0.6,1260
"183",2013-04-03,0.98,2220
"184",2013-04-11,0.91,1250
"185",2013-04-18,1.39,1730
"186",2013-04-24,0.63,610
"187",2013-04-27,0.93,2470
"188",2013-05-10,1.09,2620
"189",2013-05-21,0.87,4740
"190",2013-05-21,1.77,4740
"191",2013-05-30,0.745,546
"192",2013-06-06,0.51,762
"193",2013-06-12,0.39,222
"194",2013-06-25,0.39,34
"195",2013-07-08,0.36,5.2
"196",2013-07-19,0.36,4.7
"197",2013-07-31,0.47,19
"198",2013-08-07,0.61,14
"199",2013-08-08,1.14,384
"200",2013-08-13,1,1690
"201",2013-08-20,1.89,141
"202",2013-08-28,0.48,8.7
"203",2013-09-04,0.49,2.2
"204",2013-09-11,0.42,0.01
"205",2013-09-18,0.43,0.04
"206",2013-09-20,0.84,156
"207",2013-10-02,0.71,0.61
"208",2013-10-05,1.55,367
"209",2013-10-24,0.5,54
"210",2013-10-30,0.55,38
"211",2013-11-06,0.6,677
"212",2013-11-13,0.48,170
"213",2013-11-22,0.79,410
"214",2013-12-02,0.61,87
"215",2013-12-12,0.61,99
"216",2013-12-18,0.86,629
"217",2013-12-21,1.34,5300
"218",2014-01-09,1.05,374
"219",2014-01-10,1.07,1050
"220",2014-01-22,0.8,290
"221",2014-01-28,0.75,162
"222",2014-02-06,0.79,140
"223",2014-02-12,0.81,108
"224",2014-02-21,0.66,155
"225",2014-02-25,0.62,129
"226",2014-03-07,0.6,630
"227",2014-03-11,0.71,415
"228",2014-03-16,1.67,9150
"229",2014-03-27,0.795,489
"230",2014-04-03,0.6,793
"231",2014-04-04,1,3180
"232",2014-04-07,0.9,3820
"233",2014-04-14,0.53,1400
"234",2014-04-22,0.39,521
"235",2014-04-28,0.44,442
"236",2014-05-09,0.44,644
"237",2014-05-13,0.54,1740
"238",2014-05-20,0.31,539
"239",2014-05-28,0.305,193
"240",2014-06-02,0.35,193
"241",2014-06-10,0.48,296
"242",2014-07-01,0.3,117
"243",2014-07-09,0.29,32
"244",2014-07-23,0.26,38
"245",2014-07-29,0.34,12
"246",2014-08-05,0.31,15
"247",2014-08-12,0.43,303
"248",2014-08-19,0.28,49
"249",2014-08-27,0.36,13
"250",2014-09-02,0.65,274
"251",2014-09-10,0.51,21
"252",2014-09-17,0.39,51
"253",2014-09-18,0.61,192
"254",2014-09-24,0.45,29
"255",2014-10-01,0.41,20
"256",2014-10-03,0.5,65
"257",2014-10-08,0.39,19
"258",2014-10-10,1.08,909
"259",2014-10-13,1.3,5050
"260",2014-10-22,0.61,255
"261",2014-10-29,0.47,96
"262",2014-11-04,0.55,292
"263",2014-11-12,0.41,176
"264",2014-11-19,0.36,62
"265",2014-12-05,0.33,181
"266",2014-12-10,0.4,290
"267",2014-12-17,0.5,551
"268",2015-01-04,0.74,1720
"269",2015-01-07,0.62,687
"270",2015-01-14,0.6,276
"271",2015-01-21,0.51,146
"272",2015-01-28,0.5,85
"273",2015-02-04,0.48,128
"274",2015-02-11,0.42,87
"275",2015-02-25,0.555,298
"276",2015-03-05,0.76,1910
"277",2015-03-10,0.76,2080
"278",2015-03-14,1.08,6960
"279",2015-03-19,0.66,1410
"280",2015-03-26,1.11,3560
"281",2015-04-01,0.51,699
"282",2015-04-13,0.5,385
"283",2015-04-22,0.41,578
"284",2015-04-24,0.66,583
"285",2015-04-29,0.33,274
"286",2015-05-08,1.68,857
"287",2015-05-11,1.2,13300
"288",2015-06-19,0.72,13000
