"","X.5.45.","NO3test5to45modes","NO3test5to45stdevs","X.5.45..1","TNtest5to45modes","TNtest5to45stdevs","X.5.45..2","SRPtest5to45modes","SRPtest5to45stdevs","X.5.45..3","TPtest5to45modes","TPtest5to45stdevs","X.5.45..4","TSStest5to45modes","TSStest5to45stdevs","X.5.45..5","Cltest5to45modes","Cltest5to45stdevs","X.5.45..6","SO4test5to45modes","SO4test5to45stdevs"
"folds.17",17,0.65,0.0426512500300886,17,0.65,0.0730089570382142,17,0.7,0.18444473389029,17,0.25,0.0689532054696846,17,0.25,0.0555002502496861,17,0.65,0.0247734479579191,17,0.55,0.0765219943259166
"folds.18",18,0.65,0.041442912723589,18,0.65,0.0734601006423649,18,0.7,0.176766757300366,18,0.25,0.0547031071323186,18,0.25,0.0536172762485406,18,0.65,0.0238026588129681,18,0.55,0.0743152929265758
"folds.19",19,0.65,0.0408363209055995,19,0.65,0.0733152448343803,19,0.7,0.177779654644747,19,0.25,0.0491635744943048,19,0.25,0.0363637501135722,19,0.65,0.0230584407905585,19,0.55,0.0734086256943033
"folds.20",20,0.65,0.042855969644078,20,0.7,0.0699290180652322,20,0.7,0.182203067915878,20,0.25,0.059459843364854,20,0.25,0.0438555961459118,20,0.65,0.0223063909020504,20,0.55,0.0748137326604855
"folds.21",21,0.65,0.0428400837157536,21,0.7,0.0659868491766675,21,0.7,0.174216392315279,21,0.25,0.0385466710086078,21,0.25,0.0327136084860747,21,0.65,0.021083690901311,21,0.55,0.0683304218232739
"folds.22",22,0.65,0.0413442783145304,22,0.7,0.0668109549677574,22,0.7,0.166650742482504,22,0.25,0.046847328335479,22,0.25,0.0384301232677489,22,0.65,0.0219070175381638,22,0.55,0.0580246875421519
"folds.23",23,0.65,0.0421237986702816,23,0.65,0.0720946262569904,23,0.7,0.172615631262514,23,0.25,0.0507321520463232,23,0.25,0.0286355984309303,23,0.65,0.0223403019023712,23,0.55,0.0573173209010616
"folds.24",24,0.65,0.0417810442145198,24,0.65,0.0684245710393709,24,0.7,0.16671888070997,24,0.25,0.0364642241058224,24,0.25,0.0255779540177031,24,0.65,0.0207591170559092,24,0.55,0.0502365774482469
"folds.25",25,0.65,0.0373871006537722,25,0.65,0.0694982554277984,25,0.7,0.159821941713436,25,0.25,0.0325754302912281,25,0.25,0.0314319179412499,25,0.65,0.0221569612296211,25,0.55,0.0589863491783428
"folds.26",26,0.65,0.036984663921217,26,0.65,0.0681706479156333,26,0.7,0.154315174798764,26,0.25,0.0130598836350314,26,0.25,0.0203221674653687,26,0.65,0.0204415105937735,26,0.55,0.0508504008171348
"folds.27",27,0.65,0.0367930867314939,27,0.65,0.0663911536673771,27,0.7,0.148505939322352,27,0.25,0.0129987101847247,27,0.25,0.0206924667011494,27,0.65,0.0229633908061793,27,0.55,0.0687562718951873
"folds.28",28,0.65,0.0336560578533825,28,0.65,0.0667047751441156,28,0.7,0.161170262000635,28,0.25,0.0321242816179517,28,0.25,0.0183064230565429,28,0.65,0.0220336783806741,28,0.55,0.0597735968708834
"folds.29",29,0.65,0.032746180117875,29,0.65,0.0635699507522118,29,0.7,0.154635546211575,29,0.25,0.0196153578163199,29,0.25,0.0135225870439188,29,0.65,0.0214142141711661,29,0.55,0.0578454500898393
"folds.30",30,0.65,0.0364802454529614,30,0.65,0.0674318697431493,30,0.7,0.163696171111106,30,0.25,0.0372669602506876,30,0.25,0.0292032588991422,30,0.65,0.0193163951896601,30,0.55,0.053328429767071
"folds.31",31,0.65,0.0346028518674019,31,0.65,0.0643656775031572,31,0.7,0.150273349532043,31,0.25,0.036894460305054,31,0.25,0.0210197961891126,31,0.65,0.0175928112309263,31,0.55,0.0486848047157448
"folds.32",32,0.65,0.0339669140672398,32,0.65,0.062636737310151,32,0.7,0.142628373239173,32,0.25,0.0233019952575522,32,0.25,0.0129355064580915,32,0.65,0.0161747216860638,32,0.55,0.0451266430605459
"folds.33",33,0.65,0.0375111261439134,33,0.65,0.0611771210514204,33,0.7,0.136306702025311,33,0.25,0.0229548344455896,33,0.25,0.0122510239403728,33,0.65,0.0217677245901779,33,0.55,0.0493659497730672
"folds.34",34,0.65,0.0329891767976375,34,0.7,0.0631211674621262,34,0.7,0.151084492996548,34,0.25,0.0363840803278206,34,0.25,0.0306615415484957,34,0.65,0.0208421302748638,34,0.55,0.0459570402609823
"folds.35",35,0.65,0.0321065153563623,35,0.7,0.0605248151856183,35,0.7,0.14103222180618,35,0.25,0.0282381815082858,35,0.25,0.0121349601259031,35,0.65,0.0189237445583085,35,0.55,0.0376857760662789
"folds.36",36,0.65,0.0315196921144702,36,0.7,0.0583985264188052,36,0.7,0.130195779274679,36,0.25,0.0242853820184032,36,0.25,0.0119213933589837,36,0.65,0.0181042885876597,36,0.55,0.0361051392613445
"folds.37",37,0.65,0.030715157836497,37,0.7,0.0571696236288631,37,0.7,0.130976151463739,37,0.25,0.0243308341305737,37,0.25,0.0112305888592774,37,0.65,0.0227217137618683,37,0.55,0.0545387199333828
"folds.38",38,0.65,0.0397267947136214,38,0.7,0.0629500811176023,38,0.7,0.160027454789128,38,0.25,0.0331447744912539,38,0.25,0.0230280327056023,38,0.65,0.0198470124679737,38,0.55,0.0395323007527111
"folds.39",39,0.65,0.0381684992413159,39,0.7,0.0603211292884893,39,0.7,0.144584420511529,39,0.25,0.0380634513191635,39,0.25,0.0130598836350314,39,0.65,0.0183394748108101,39,0.55,0.0345031588114475
"folds.40",40,0.65,0.0378143812249709,40,0.7,0.0574140564136856,40,0.7,0.136712354115375,40,0.25,0.0236550112990791,40,0.25,0.0118117321768239,40,0.65,0.0170411384713698,40,0.55,0.0327025910205821
"folds.41",41,0.65,0.0369940340941423,41,0.7,0.0546689921134339,41,0.7,0.130054119788933,41,0.25,0.0104118156872808,41,0.25,0.0122043617795625,41,0.65,0.0170947281268153,41,0.55,0.0288864055296678
"folds.42",42,0.65,0.0366841004145287,42,0.7,0.051862001187451,42,0.7,0.121571613286808,42,0.25,0.00985937154220324,42,0.25,0.011645304337505,42,0.65,0.0167683833054555,42,0.55,0.0251597001275951
"folds.43",43,0.65,0.0416418544741231,43,0.7,0.0646034914777143,43,0.7,0.157186059997245,43,0.25,0.0299699131746439,43,0.25,0.0285491690781896,43,0.65,0.0216995015695838,43,0.55,0.0511094137334031
"folds.44",44,0.65,0.0399699586889654,44,0.7,0.0619188496658646,44,0.7,0.155582400622254,44,0.25,0.0298024442904552,44,0.25,0.0269288444360812,44,0.65,0.0204305508346547,44,0.55,0.0417753836928242
"folds.45",45,0.65,0.038790233077183,45,0.7,0.0583623694358459,45,0.7,0.143616104896302,45,0.25,0.0171550078488555,45,0.25,0.0193290872421233,45,0.65,0.0187473054453557,45,0.55,0.0338695607758227
