SITE,DATE,EffTP,MDL
NOLAND,2015-04-22,0.13,FALSE
NOLAND,2015-04-23,0.14,FALSE
NOLAND,2015-04-27,0.18,FALSE
NOLAND,2015-04-28,0.12,TRUE
NOLAND,2015-04-29,0.12,TRUE
NOLAND,2015-04-30,0.12,FALSE
NOLAND,2015-05-01,0.12,TRUE
NOLAND,2015-05-02,0.12,TRUE
NOLAND,2015-05-03,0.12,TRUE
NOLAND,2015-05-04,0.12,TRUE
NOLAND,2015-05-05,0.3,FALSE
NOLAND,2015-05-06,0.34,FALSE
NOLAND,2015-05-11,0.17,FALSE
NOLAND,2015-05-12,0.2,FALSE
NOLAND,2015-05-13,0.16,FALSE
NOLAND,2015-05-18,0.12,TRUE
NOLAND,2015-05-19,0.12,TRUE
NOLAND,2015-05-20,0.12,TRUE
NOLAND,2015-05-21,0.12,TRUE
NOLAND,2015-05-22,0.12,TRUE
NOLAND,2015-05-23,0.12,TRUE
NOLAND,2015-05-24,0.12,TRUE
NOLAND,2015-05-25,0.19,FALSE
NOLAND,2015-05-26,0.19,FALSE
NOLAND,2015-05-27,0.18,FALSE
NOLAND,2015-05-28,0.12,TRUE
NOLAND,2015-05-29,0.12,TRUE
NOLAND,2015-05-30,0.12,TRUE
NOLAND,2015-05-31,0.12,TRUE
NOLAND,2015-06-01,0.15,FALSE
NOLAND,2015-06-02,0.22,FALSE
NOLAND,2015-06-03,0.17,FALSE
NOLAND,2015-06-08,0.15,FALSE
NOLAND,2015-06-09,0.15,FALSE
NOLAND,2015-06-10,0.12,TRUE
NOLAND,2015-06-23,0.12,FALSE
NOLAND,2015-06-24,0.14,FALSE
NOLAND,2015-06-25,0.2,FALSE
NOLAND,2015-06-29,0.28,FALSE
NOLAND,2015-06-30,0.23,FALSE
NOLAND,2015-07-01,0.19,FALSE
NOLAND,2015-07-06,0.12,TRUE
NOLAND,2015-07-07,0.16,FALSE
NOLAND,2015-07-08,0.21,FALSE
NOLAND,2015-07-13,0.16,FALSE
NOLAND,2015-07-14,0.18,FALSE
NOLAND,2015-07-15,0.36,FALSE
NOLAND,2015-07-21,0.15,FALSE
NOLAND,2015-07-22,0.18,FALSE
NOLAND,2015-07-23,0.12,TRUE
NOLAND,2015-07-27,0.19,FALSE
NOLAND,2015-07-28,0.23,FALSE
NOLAND,2015-07-29,0.15,FALSE
