"","Date","concentrations.NO3","Flow"
"155",2014-11-12,0.341,134
"156",2014-11-19,0.32,82
"157",2014-12-05,0.3465,104
"158",2014-12-10,0.577,227
"159",2014-12-17,0.69,509
"160",2015-01-05,0.855,1690
"161",2015-01-07,1.317,764
"162",2015-01-14,1.343,308
"163",2015-01-21,1.023,195
"164",2015-01-28,0.894,140
"165",2015-02-04,0.819,138
"166",2015-02-11,0.824,108
"167",2015-02-18,0.716,96
"168",2015-02-25,1.03,486
"169",2015-03-05,0.781,2140
"170",2015-03-11,0.922,2280
"171",2015-03-14,0.856,5720
"172",2015-03-19,1.324,1950
"173",2015-03-26,1.094,7260
"174",2015-04-01,1.331,1170
"175",2015-04-15,0.827,591
"176",2015-04-22,0.392,687
"177",2015-04-29,0.493,397
"178",2015-05-12,0.56,6680
"179",2015-05-18,0.516,4080
"180",2015-06-01,0.969,2400
"181",2015-06-20,0.426,6920
