"","Date","concentrations.TN","Flow"
"155",2014-11-12,0.5,134
"156",2014-11-19,0.45,82
"157",2014-12-05,0.475,104
"158",2014-12-10,0.72,227
"159",2014-12-17,0.74,509
"160",2015-01-05,1.3,1690
"161",2015-01-07,1.35,764
"162",2015-01-14,1.36,308
"163",2015-01-21,1.11,195
"164",2015-01-28,0.92,140
"165",2015-02-04,0.88,138
"166",2015-02-11,0.91,108
"167",2015-02-18,0.94,96
"168",2015-02-25,1.12,486
"169",2015-03-05,1.12,2140
"170",2015-03-11,1.07,2280
"171",2015-03-14,1.74,5720
"172",2015-03-19,1.42,1950
"173",2015-03-26,1.77,7260
"174",2015-04-01,1.385,1170
"175",2015-04-15,0.95,591
"176",2015-04-22,0.49,687
"177",2015-04-29,0.59,397
"178",2015-05-12,1.01,6680
"179",2015-05-18,0.97,4080
"180",2015-06-01,1.08,2400
"181",2015-06-20,0.96,6920
