Site,Date,Flow
White River,2013-09-24,1.2
White River,2013-09-25,0.67
White River,2013-09-26,0.63
White River,2013-09-27,0.46
White River,2013-09-28,1.1
White River,2013-09-29,7.2
White River,2013-09-30,2.4
White River,2013-10-01,1.3
White River,2013-10-02,0.61
White River,2013-10-03,0.7
White River,2013-10-04,0.14
White River,2013-10-05,367
White River,2013-10-06,98
White River,2013-10-07,19
White River,2013-10-08,10
White River,2013-10-09,5.5
White River,2013-10-10,4.1
White River,2013-10-11,3.6
White River,2013-10-12,4.7
White River,2013-10-13,10
White River,2013-10-14,6.9
White River,2013-10-15,26
White River,2013-10-16,181
White River,2013-10-17,287
White River,2013-10-18,180
White River,2013-10-19,141
White River,2013-10-20,95
White River,2013-10-21,80
White River,2013-10-22,83
White River,2013-10-23,68
White River,2013-10-24,54
White River,2013-10-25,45
White River,2013-10-26,37
White River,2013-10-27,33
White River,2013-10-28,30
White River,2013-10-29,27
White River,2013-10-30,38
White River,2013-10-31,78
White River,2013-11-01,39
White River,2013-11-02,35
White River,2013-11-03,47
White River,2013-11-04,47
White River,2013-11-05,72
White River,2013-11-06,677
White River,2013-11-07,968
White River,2013-11-08,594
White River,2013-11-09,434
White River,2013-11-10,335
White River,2013-11-11,264
White River,2013-11-12,213
White River,2013-11-13,170
White River,2013-11-14,143
White River,2013-11-15,133
White River,2013-11-16,123
White River,2013-11-17,94
White River,2013-11-18,84
White River,2013-11-19,74
White River,2013-11-20,56
White River,2013-11-21,423
White River,2013-11-22,410
White River,2013-11-23,267
White River,2013-11-24,215
White River,2013-11-25,185
White River,2013-11-26,165
White River,2013-11-27,148
White River,2013-11-28,128
White River,2013-11-29,115
White River,2013-11-30,104
White River,2013-12-01,93
White River,2013-12-02,87
White River,2013-12-03,82
White River,2013-12-04,72
White River,2013-12-05,80
White River,2013-12-06,115
White River,2013-12-07,99
White River,2013-12-08,85
White River,2013-12-09,83
White River,2013-12-10,92
White River,2013-12-11,94
White River,2013-12-12,99
White River,2013-12-13,124
White River,2013-12-14,662
White River,2013-12-15,591
White River,2013-12-16,518
White River,2013-12-17,585
White River,2013-12-18,629
White River,2013-12-19,628
White River,2013-12-20,652
White River,2013-12-21,5300
White River,2013-12-22,3540
White River,2013-12-23,1720
White River,2013-12-24,1190
White River,2013-12-25,933
White River,2013-12-26,748
White River,2013-12-27,620
White River,2013-12-28,533
White River,2013-12-29,471
White River,2013-12-30,413
White River,2013-12-31,359
White River,2014-01-01,318
White River,2014-01-02,288
White River,2014-01-03,252
White River,2014-01-04,226
White River,2014-01-05,422
White River,2014-01-06,436
White River,2014-01-07,302
White River,2014-01-08,314
White River,2014-01-09,374
White River,2014-01-10,1050
White River,2014-01-11,2550
White River,2014-01-12,1430
White River,2014-01-13,1080
White River,2014-01-14,849
White River,2014-01-15,697
White River,2014-01-16,594
White River,2014-01-17,520
White River,2014-01-18,449
White River,2014-01-19,410
White River,2014-01-20,365
White River,2014-01-21,330
White River,2014-01-22,290
White River,2014-01-23,260
White River,2014-01-24,220
White River,2014-01-25,216
White River,2014-01-26,204
White River,2014-01-27,186
White River,2014-01-28,162
White River,2014-01-29,142
White River,2014-01-30,135
White River,2014-01-31,129
White River,2014-02-01,141
White River,2014-02-02,163
White River,2014-02-03,152
White River,2014-02-04,161
White River,2014-02-05,171
White River,2014-02-06,140
White River,2014-02-07,123
White River,2014-02-08,123
White River,2014-02-09,120
White River,2014-02-10,114
White River,2014-02-11,109
White River,2014-02-12,108
White River,2014-02-13,112
White River,2014-02-14,135
White River,2014-02-15,158
White River,2014-02-16,177
White River,2014-02-17,188
White River,2014-02-18,179
White River,2014-02-19,168
White River,2014-02-20,161
White River,2014-02-21,155
White River,2014-02-22,148
White River,2014-02-23,140
White River,2014-02-24,135
White River,2014-02-25,129
White River,2014-02-26,122
White River,2014-02-27,115
White River,2014-02-28,107
White River,2014-03-01,98
White River,2014-03-02,140
White River,2014-03-03,132
White River,2014-03-04,109
White River,2014-03-05,121
White River,2014-03-06,257
White River,2014-03-07,630
White River,2014-03-08,750
White River,2014-03-09,598
White River,2014-03-10,488
White River,2014-03-11,415
White River,2014-03-12,375
White River,2014-03-13,323
White River,2014-03-14,290
White River,2014-03-15,280
White River,2014-03-16,9150
White River,2014-03-17,4840
White River,2014-03-18,2380
White River,2014-03-19,1580
White River,2014-03-20,1190
White River,2014-03-21,982
White River,2014-03-22,848
White River,2014-03-23,738
White River,2014-03-24,640
White River,2014-03-25,566
White River,2014-03-26,508
White River,2014-03-27,489
White River,2014-03-28,699
White River,2014-03-29,1880
White River,2014-03-30,1140
White River,2014-03-31,933
White River,2014-04-01,840
White River,2014-04-02,722
White River,2014-04-03,793
White River,2014-04-04,3180
White River,2014-04-05,1670
White River,2014-04-06,1250
White River,2014-04-07,3820
White River,2014-04-08,2460
White River,2014-04-09,1760
White River,2014-04-10,1390
White River,2014-04-11,1160
White River,2014-04-12,991
White River,2014-04-13,872
White River,2014-04-14,1400
White River,2014-04-15,1140
White River,2014-04-16,960
White River,2014-04-17,837
White River,2014-04-18,738
White River,2014-04-19,658
White River,2014-04-20,589
White River,2014-04-21,560
White River,2014-04-22,521
White River,2014-04-23,461
White River,2014-04-24,420
White River,2014-04-25,398
White River,2014-04-26,360
White River,2014-04-27,332
White River,2014-04-28,442
White River,2014-04-29,427
White River,2014-04-30,383
White River,2014-05-01,350
White River,2014-05-02,322
White River,2014-05-03,297
White River,2014-05-04,271
White River,2014-05-05,238
White River,2014-05-06,214
White River,2014-05-07,190
White River,2014-05-08,245
White River,2014-05-09,644
White River,2014-05-10,548
White River,2014-05-11,434
White River,2014-05-12,440
White River,2014-05-13,1740
White River,2014-05-14,1510
White River,2014-05-15,1380
White River,2014-05-16,1030
White River,2014-05-17,852
White River,2014-05-18,765
White River,2014-05-19,641
White River,2014-05-20,539
White River,2014-05-21,450
White River,2014-05-22,379
White River,2014-05-23,320
White River,2014-05-24,281
White River,2014-05-25,233
White River,2014-05-26,198
White River,2014-05-27,188
White River,2014-05-28,193
White River,2014-05-29,193
White River,2014-05-30,174
White River,2014-05-31,164
White River,2014-06-01,159
White River,2014-06-02,193
White River,2014-06-03,213
White River,2014-06-04,162
White River,2014-06-05,127
White River,2014-06-06,132
White River,2014-06-07,119
White River,2014-06-08,106
White River,2014-06-09,138
White River,2014-06-10,296
White River,2014-06-11,516
White River,2014-06-12,403
White River,2014-06-13,308
White River,2014-06-14,242
White River,2014-06-15,222
White River,2014-06-16,199
White River,2014-06-17,160
White River,2014-06-18,126
White River,2014-06-19,104
White River,2014-06-20,91
White River,2014-06-21,112
White River,2014-06-22,144
White River,2014-06-23,144
White River,2014-06-24,163
White River,2014-06-25,233
White River,2014-06-26,264
White River,2014-06-27,272
White River,2014-06-28,210
White River,2014-06-29,176
White River,2014-06-30,146
White River,2014-07-01,117
White River,2014-07-02,96
White River,2014-07-03,81
White River,2014-07-04,70
White River,2014-07-05,59
White River,2014-07-06,51
White River,2014-07-07,44
White River,2014-07-08,36
White River,2014-07-09,32
White River,2014-07-10,63
White River,2014-07-11,92
White River,2014-07-12,51
White River,2014-07-13,42
White River,2014-07-14,36
White River,2014-07-15,119
White River,2014-07-16,165
White River,2014-07-17,106
White River,2014-07-18,84
White River,2014-07-19,71
White River,2014-07-20,60
White River,2014-07-21,51
White River,2014-07-22,42
White River,2014-07-23,38
White River,2014-07-24,31
White River,2014-07-25,28
White River,2014-07-26,21
White River,2014-07-27,15
White River,2014-07-28,14
White River,2014-07-29,12
White River,2014-07-30,17
White River,2014-07-31,38
White River,2014-08-01,27
White River,2014-08-02,23
White River,2014-08-03,21
White River,2014-08-04,17
White River,2014-08-05,15
White River,2014-08-06,13
White River,2014-08-07,64
White River,2014-08-08,32
White River,2014-08-09,196
White River,2014-08-10,1350
White River,2014-08-11,541
White River,2014-08-12,303
White River,2014-08-13,196
White River,2014-08-14,138
White River,2014-08-15,103
White River,2014-08-16,80
White River,2014-08-17,64
White River,2014-08-18,66
White River,2014-08-19,49
White River,2014-08-20,40
White River,2014-08-21,33
White River,2014-08-22,26
White River,2014-08-23,23
White River,2014-08-24,20
White River,2014-08-25,17
White River,2014-08-26,14
White River,2014-08-27,13
White River,2014-08-28,13
White River,2014-08-29,9
White River,2014-08-30,24
White River,2014-08-31,31
White River,2014-09-01,18
White River,2014-09-02,274
White River,2014-09-03,114
White River,2014-09-04,50
White River,2014-09-05,30
White River,2014-09-06,30
White River,2014-09-07,30
White River,2014-09-08,22
White River,2014-09-09,22
White River,2014-09-10,21
White River,2014-09-11,16
White River,2014-09-12,21
White River,2014-09-13,28
White River,2014-09-14,31
White River,2014-09-15,34
White River,2014-09-16,35
White River,2014-09-17,51
White River,2014-09-18,192
White River,2014-09-19,113
White River,2014-09-20,67
White River,2014-09-21,51
White River,2014-09-22,41
White River,2014-09-23,35
White River,2014-09-24,29
White River,2014-09-25,27
White River,2014-09-26,25
White River,2014-09-27,22
White River,2014-09-28,21
White River,2014-09-29,20
White River,2014-09-30,20
White River,2014-10-01,20
White River,2014-10-02,38
White River,2014-10-03,65
White River,2014-10-04,39
White River,2014-10-05,27
White River,2014-10-06,23
White River,2014-10-07,20
White River,2014-10-08,19
White River,2014-10-09,16
White River,2014-10-10,909
White River,2014-10-11,2260
White River,2014-10-12,1640
White River,2014-10-13,5050
White River,2014-10-14,2950
White River,2014-10-15,1540
White River,2014-10-16,1020
White River,2014-10-17,744
White River,2014-10-18,561
White River,2014-10-19,438
White River,2014-10-20,375
White River,2014-10-21,312
White River,2014-10-22,255
White River,2014-10-23,209
White River,2014-10-24,175
White River,2014-10-25,148
White River,2014-10-26,126
White River,2014-10-27,101
White River,2014-10-28,99
White River,2014-10-29,96
White River,2014-10-30,92
White River,2014-10-31,81
White River,2014-11-01,76
White River,2014-11-02,68
White River,2014-11-03,65
White River,2014-11-04,292
White River,2014-11-05,707
White River,2014-11-06,550
White River,2014-11-07,426
White River,2014-11-08,353
White River,2014-11-09,295
White River,2014-11-10,253
White River,2014-11-11,207
White River,2014-11-12,176
White River,2014-11-13,151
White River,2014-11-14,129
White River,2014-11-15,111
White River,2014-11-16,95
White River,2014-11-17,83
White River,2014-11-18,72
White River,2014-11-19,62
White River,2014-11-20,55
White River,2014-11-21,52
White River,2014-11-22,90
White River,2014-11-23,128
White River,2014-11-24,225
White River,2014-11-25,262
White River,2014-11-26,239
White River,2014-11-27,221
White River,2014-11-28,194
White River,2014-11-29,175
White River,2014-11-30,158
White River,2014-12-01,145
White River,2014-12-02,128
White River,2014-12-03,118
White River,2014-12-04,109
White River,2014-12-05,181
White River,2014-12-06,438
White River,2014-12-07,430
White River,2014-12-08,374
White River,2014-12-09,330
White River,2014-12-10,290
White River,2014-12-11,260
White River,2014-12-12,232
White River,2014-12-13,209
White River,2014-12-14,198
White River,2014-12-15,674
White River,2014-12-16,675
White River,2014-12-17,551
White River,2014-12-18,1380
White River,2014-12-19,
White River,2014-12-20,765
White River,2014-12-21,634
White River,2014-12-22,557
White River,2014-12-23,
White River,2014-12-24,
White River,2014-12-25,394
White River,2014-12-26,346
White River,2014-12-27,333
White River,2014-12-28,342
White River,2014-12-29,321
White River,2014-12-30,287
White River,2014-12-31,258
White River,2015-01-01,242
White River,2015-01-02,276
White River,2015-01-03,1970
White River,2015-01-04,1720
White River,2015-01-05,1100
White River,2015-01-06,859
White River,2015-01-07,687
White River,2015-01-08,550
White River,2015-01-09,478
White River,2015-01-10,408
White River,2015-01-11,370
White River,2015-01-12,350
White River,2015-01-13,314
White River,2015-01-14,276
White River,2015-01-15,
White River,2015-01-16,
White River,2015-01-17,
White River,2015-01-18,
White River,2015-01-19,
White River,2015-01-20,
White River,2015-01-21,146
White River,2015-01-22,132
White River,2015-01-23,121
White River,2015-01-24,111
White River,2015-01-25,104
White River,2015-01-26,101
White River,2015-01-27,90
White River,2015-01-28,85
White River,2015-01-29,74
White River,2015-01-30,71
White River,2015-01-31,69
White River,2015-02-01,90
White River,2015-02-02,143
White River,2015-02-03,145
White River,2015-02-04,128
White River,2015-02-05,122
White River,2015-02-06,115
White River,2015-02-07,107
White River,2015-02-08,103
White River,2015-02-09,100
White River,2015-02-10,97
White River,2015-02-11,87
White River,2015-02-12,83
White River,2015-02-13,77
White River,2015-02-14,71
White River,2015-02-15,70
White River,2015-02-16,92
White River,2015-02-17,91
White River,2015-02-18,
White River,2015-02-19,
White River,2015-02-20,
White River,2015-02-21,317
White River,2015-02-22,444
White River,2015-02-23,355
White River,2015-02-24,308
White River,2015-02-25,298
White River,2015-02-26,281
White River,2015-02-27,247
White River,2015-02-28,233
White River,2015-03-01,
White River,2015-03-02,345
White River,2015-03-03,
White River,2015-03-04,
White River,2015-03-05,1910
White River,2015-03-06,1450
White River,2015-03-07,1340
White River,2015-03-08,1190
White River,2015-03-09,1050
White River,2015-03-10,2080
White River,2015-03-11,1580
White River,2015-03-12,1250
White River,2015-03-13,2210
White River,2015-03-14,6960
White River,2015-03-15,3210
White River,2015-03-16,2000
White River,2015-03-17,1510
White River,2015-03-18,1390
White River,2015-03-19,1410
White River,2015-03-20,1190
White River,2015-03-21,1010
White River,2015-03-22,883
White River,2015-03-23,790
White River,2015-03-24,690
White River,2015-03-25,646
White River,2015-03-26,3560
White River,2015-03-27,1850
White River,2015-03-28,1340
White River,2015-03-29,1100
White River,2015-03-30,918
White River,2015-03-31,790
White River,2015-04-01,699
White River,2015-04-02,641
White River,2015-04-03,570
White River,2015-04-04,496
White River,2015-04-05,459
White River,2015-04-06,462
White River,2015-04-07,432
White River,2015-04-08,394
White River,2015-04-09,355
White River,2015-04-10,354
White River,2015-04-11,318
White River,2015-04-12,294
White River,2015-04-13,385
White River,2015-04-14,1440
White River,2015-04-15,1190
White River,2015-04-16,1050
White River,2015-04-17,885
