"","Date","concentrations.SRP","Flow"
"207",2014-02-13,0.033,4.3
"208",2014-02-20,0.035,4.4
"209",2014-02-26,0.032,4
"210",2014-03-06,0.032,4.8
"211",2014-03-13,0.039,4.4
"212",2014-03-16,0.085,30
"213",2014-03-28,0.041,9.5
"214",2014-04-03,0.043,7.3
"215",2014-04-08,0.04,7.3
"216",2014-04-15,0.042,6.3
"217",2014-04-24,0.038,5.7
"218",2014-04-29,0.04,5.3
"219",2014-05-08,0.05,5.9
"220",2014-05-13,0.062,12
"221",2014-05-15,0.059,8.8
"222",2014-05-21,0.045,5.3
"223",2014-05-29,0.046,4.2
"224",2014-06-03,0.053,5.3
"225",2014-06-16,0.049,3.4
"226",2014-06-19,0.055,2.3
"227",2014-07-02,0.072,12
"228",2014-07-07,0.061,5.5
"229",2014-07-22,0.05,3.3
"230",2014-08-06,0.053,4.1
"231",2014-08-13,0.054,2.4
"232",2014-08-21,0.057,1.7
"233",2014-08-28,0.056,1.4
"234",2014-09-02,0.096,6.3
"235",2014-09-11,0.058,2.1
"236",2014-09-18,0.066,5.7
"237",2014-09-24,0.051,2.2
"238",2014-10-01,0.051,1.8
"239",2014-10-09,0.046,2.4
"240",2014-10-10,0.567,35
"241",2014-10-13,0.449,71
"242",2014-10-23,0.062,7.9
"243",2014-10-29,0.058,6.7
"244",2014-11-06,0.056,8.8
"245",2014-11-13,0.045,6.1
"246",2014-11-19,0.041,4.6
"247",2014-12-02,0.043,5.5
"248",2014-12-11,0.041,6.1
"249",2014-12-17,0.05,12
"250",2015-01-08,0.041,6.1
"251",2015-01-15,0.0385,3.9
"252",2015-01-21,0.036,3.1
"253",2015-01-29,0.034,2.7
"254",2015-02-04,0.031,3
"255",2015-02-11,0.031,2.7
"256",2015-02-18,0.03,2.7
"257",2015-02-25,0.034,6.4
"258",2015-03-06,0.031,6
"259",2015-03-11,0.033,7.9
"260",2015-03-14,0.106,42
"261",2015-03-19,0.048,22
"262",2015-03-26,0.09,29
"263",2015-04-01,0.046,14
"264",2015-04-14,0.044,7.9
"265",2015-04-22,0.045,7.5
"266",2015-04-29,0.0425,6.5
"267",2015-05-08,0.042,7.4
"268",2015-05-11,0.089,35
"269",2015-05-24,0.407,300
"270",2015-06-01,0.086,58
"271",2015-06-19,0.206,62
