Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2013-04-03,1.384,1.41,0.01,0.028,5.2,11.385,19.38
2013-04-10,0.415,1.34,0.045,0.992,723.5,2.837,4.447
2013-04-24,0.089,1.15,0.009,0.012,1,11.911,20.37
2013-05-03,0.805,0.95,0.017,0.072,2.2,10.019,16.224
2013-05-09,0.041,0.09,15.138,13,,0.577,1.04
2013-05-20,0.505,2.18,0.114,0.536,208.3,3.611,4.815
2013-05-21,0.598,1.35,0.114,0.252,51.9,3.091,5.914
2013-05-30,0.422,1.2,0.032,0.208,111.7,5.706,8.427
2013-06-06,0.548,0.72,0.021,0.05,8.6,10.286,16.573
2013-06-12,0.406,0.5,0.021,0.052,1.3,11.733,19.563
2013-06-12,0,0,0.003,0.016,0,0.048,0
2013-06-25,0.191,0.33,0.013,0.03,3.9,12.904,27.044
2013-07-08,0.134,0.41,0.009,0.038,4.1,21.2,43.934
2013-07-16,0.481,1.55,0.081,0.252,67.1,5.804,14.898
2013-07-31,0.707,0.96,0.026,0.061,5.1,5.698,11.923
2013-08-07,0.158,0.29,0.021,0.032,3.4,12.359,22.309
2013-08-07,0.16,0.39,0.023,0.036,2.1,12.389,22.239
2013-08-13,0.433,1.15,0.038,0.174,74.1,2.689,4.529
2013-08-20,0.31,0.56,0.021,0.034,0.4,13.171,20.941
2013-08-28,0.164,0.26,0.017,0.032,1.2,12.48,23.885
2013-09-04,0.102,0.31,0.021,0.102,5.6,14.904,31.796
2013-09-23,0.149,0.24,0.021,0.046,3.1,12.582,25.17
2013-09-28,0.31,1.24,0.004,0.196,61.7,4.801,11.509
2013-10-05,0.508,2.47,0.102,0.106,715.6,1.689,1.616
2013-10-24,0.261,0.32,0.017,0.026,2.7,21.747,21.517
2013-10-30,0,0.28,0.022,0.058,9.5,9.336,14.835
2013-11-06,0.186,0.34,0.011,0.018,0.9,11.486,16.977
2013-11-13,0.126,0.3,0.004,0.018,0.1,13.936,21.491
2013-11-21,0.606,1.26,0.088,0.234,54.7,5.834,9.29
2013-12-02,0.32,0.9,0,0.02,1.5,9.38,23.845
2013-12-12,0.483,0.55,0.008,0.012,0.3,57.911,23.035
2013-12-18,1.036,1.25,0.007,0.02,2.3,31.774,20.572
2014-01-09,0.752,0.87,0.015,0.022,0.9,65.188,19.912
2014-01-10,0.624,0.96,0.021,0.124,77.5,42.727,17.357
2014-01-22,0.647,0.77,0.008,0.01,0.5,21.852,21.345
2014-01-28,0.582,0.6,0.008,0.02,0,22.892,23.939
2014-02-06,0.624,0.65,0.008,0.022,0.9,49.428,24.554
2014-02-12,0.552,0.63,0.008,0.016,0,29.501,24.843
2014-02-21,0.268,0.42,0.005,1.01,1,25.567,24.262
2014-02-26,0.359,0.42,0.004,0.01,0.1,24.258,24.806
2014-03-07,0.96,1.04,0.005,0.012,0.3,66.82,20.618
2014-03-11,0.627,0.68,0.004,0.014,1.3,36.663,21.019
2014-03-16,1.299,2.15,0.132,0.372,138.9,8.132,6.132
2014-03-27,0.451,0.78,0.01,0.046,4.5,25.823,24.378
2014-03-27,0.49,1.09,0.009,0.178,135.3,17.257,14.784
2014-04-03,0.379,1.55,0.032,0.26,214,4.527,5.344
2014-04-03,0.527,0.63,0.008,0.03,2.3,22.923,21.729
2014-04-07,0.807,1.03,0.011,0.032,2.9,17.215,16.378
2014-04-13,0.471,0.91,0.009,0.094,28.5,16.064,15.634
2014-04-22,0.236,0.35,0.005,0.016,1.2,17.647,19.238
2014-04-27,0.331,1.67,0.04,0.282,90.2,14.838,13.776
2014-04-28,0.145,0.29,0.004,0.032,0.8,15.888,16.29
2014-05-08,0.243,2.05,0.033,0.362,179.6,2.836,3.688
2014-05-12,0.287,1.69,0.03,0.378,280.9,8.537,6.998
2014-05-20,0.414,0.62,0.019,0.04,4.9,21.176,20.874
2014-05-28,0.376,0.51,0.025,0.042,1.5,20.584,21.317
2014-06-02,0.539,1.06,0.037,0.096,11.5,10.225,9.621
2014-06-06,0.434,1.8,0.071,0.466,386.1,2.472,10.053
2014-06-10,0.425,0.78,0.03,0.084,9.7,9.56,9.858
2014-06-16,0.372,0.55,0.023,0.034,1.5,14.426,16.537
2014-07-01,0.216,0.3,0.03,0.04,2.3,21.187,21.088
2014-07-09,0.111,0.37,0.016,0.034,2.9,24.144,33.726
2014-07-10,0.615,1.92,0.121,0.31,82,7.918,8.69
2014-07-23,0.119,0.28,0.013,0.036,6.1,22.041,34.757
2014-08-07,0.611,1.41,0.09,0.314,106.2,3.272,5.128
2014-08-12,0.08,0.17,0.017,0.018,1.2,15.898,29.878
2014-08-30,0.648,1.53,0.065,0.162,6.1,6.844,16.708
2014-09-02,0.533,1.23,0.089,0.318,148.5,2.081,3.197
2014-09-06,0.294,0.42,0.022,0.04,1.6,8.108,13.763
2014-09-10,0.14,0.19,0.016,0.026,0.8,16.868,24.952
2014-09-17,0.08,0.18,0.015,0.028,0.7,17.849,27.477
2014-09-17,0.571,2.56,0.092,1.186,721.9,1.908,10.934
2014-09-24,0.162,0.25,0.014,0.024,0.6,18.048,25.74
2014-10-10,0.598,1.69,0.143,0.568,121.1,1.605,2.749
2014-10-13,1.428,1.84,0.039,0.09,7,13.599,14.48
2014-10-22,0.238,0.35,0.014,0.026,0.7,16.554,22.967
2014-10-29,0.058,0.14,0.02,0.03,0.9,14.364,20.407
2014-11-04,0.332,0.78,0.14,0.208,15.7,4.822,5.68
2014-11-12,0.078,0.24,0.011,0.024,0.9,17.394,23.784
2014-11-19,0.101,0.21,0.002,0.02,0.5,17.335,25.259
2014-12-03,0.116,0.18,0.009,0.022,0.7,17.904,24.397
2014-12-05,0,0.77,0.1,0.214,35.1,6.855,4.811
2014-12-10,0.388,0.54,0.015,0.022,0.3,18.351,22.559
2014-12-17,0.722,0.76,0.011,0.03,0,17.431,24.285
2015-01-07,0.935,0.95,0.01,0.014,1.4,18.493,22.953
2015-01-14,0.777,0.77,0.009,0.016,0.3,17.846,24.29
2015-01-21,0.413,0.5,0.008,0.018,0.4,17.26,24.737
2015-01-28,0.428,0.46,0.008,0.012,0.7,16.773,24.34
2015-02-04,0.271,0.47,0.004,0.004,0,16.522,26.193
2015-02-11,0.354,0.39,0.007,0.008,0,18.032,25.248
2015-02-18,0.407,0.51,0.002,0.022,0.3,26.471,25.282
2015-02-25,0.744,0.81,0.008,0.022,0.3,27.066,23.682
2015-03-04,0.637,1.15,0.024,0.122,31.3,27.253,11.129
2015-03-10,0.928,1.13,0.006,0.04,2,29.192,19.004
2015-03-18,0.59,1.21,0.044,0.188,62,12.421,10.125
2015-03-25,0.485,1.97,0.038,0.47,238.3,9.425,16.899
2015-04-01,0.493,0.66,0.008,0.022,0.9,19.764,21.076
2015-04-13,0.483,0.89,0.011,0.062,6,12.049,12.913
2015-04-17,0.39,2.62,0.06,0.54,251.2,8.594,8.564
2015-04-22,0.561,0.76,0.016,0.036,1.4,18.408,20.203
2015-04-24,0.377,6.1,0.126,2.44,2214.2,2.947,5.365
2015-06-01,0.714,0.87,0.022,0.04,4.1,13.844,16.641
