"","Date","concentrations.NO3","Flow"
"56",2012-11-11,0.261,1
"57",2012-11-28,0.004,0.03
"58",2012-12-05,0.087,0.21
"59",2012-12-12,0.066,0.1
"60",2013-01-10,0.152,0.2
"61",2013-01-15,0.106,0.1
"62",2013-01-23,0.029,0.09
"63",2013-01-29,0.215,16
"64",2013-02-06,1.053,0.49
"65",2013-02-11,1.678,0.92
"66",2013-02-20,0.733,0.65
"67",2013-02-27,1.474,0.85
"68",2013-03-06,0.859,0.7
"69",2013-03-09,0.634,1.8
"70",2013-03-19,0.685,0.48
"71",2013-03-29,0.468,3.5
"72",2013-04-03,1.384,3.2
"73",2013-04-10,0.415,9.9
"74",2013-04-24,0.089,0.3
"75",2013-05-03,0.805,1.5
"76",2013-05-09,0.041,15
"77",2013-05-20,0.505,3.4
"78",2013-05-21,0.598,22
"79",2013-05-30,0.422,7.6
"80",2013-06-06,0.548,0.65
"81",2013-06-12,0.406,0.38
"82",2013-06-12,0.004,0.38
"83",2013-06-25,0.191,0.1
"84",2013-07-08,0.134,0.02
"85",2013-07-16,0.481,0.31
"86",2013-07-31,0.707,2.3
"87",2013-08-07,0.158,0.06
"88",2013-08-07,0.16,0.06
"89",2013-08-13,0.433,7.2
"90",2013-08-20,0.31,0.07
"91",2013-08-28,0.164,0.06
"92",2013-09-04,0.102,0.02
"93",2013-09-23,0.149,0.07
"94",2013-09-28,0.31,0.65
"95",2013-10-05,0.508,27
"96",2013-10-24,0.261,0.48
"97",2013-10-30,0.004,3.6
"98",2013-11-06,0.186,2
"99",2013-11-13,0.126,0.71
"100",2013-11-21,0.606,16
"101",2013-12-02,0.32,1
"102",2013-12-12,0.483,1.1
"103",2013-12-18,1.036,1.6
"104",2014-01-09,0.752,1.5
"105",2014-01-10,0.624,10
"106",2014-01-22,0.647,1.1
"107",2014-01-28,0.582,0.75
"108",2014-02-06,0.624,0.95
"109",2014-02-12,0.552,0.87
"110",2014-02-21,0.268,0.98
"111",2014-02-26,0.359,0.65
"112",2014-03-07,0.96,5
"113",2014-03-11,0.627,1.8
"114",2014-03-16,1.299,39
"115",2014-03-27,0.451,1.5
"116",2014-03-27,0.49,1.5
"117",2014-04-03,0.379,3.1
"118",2014-04-03,0.527,3.1
"119",2014-04-07,0.807,8.2
"120",2014-04-13,0.471,1.2
"121",2014-04-22,0.236,0.35
"122",2014-04-27,0.331,0.49
"123",2014-04-28,0.145,0.52
"124",2014-05-08,0.243,2.3
"125",2014-05-12,0.287,5.1
"126",2014-05-20,0.414,0.33
"127",2014-05-28,0.376,0.22
"128",2014-06-02,0.539,0.42
"129",2014-06-06,0.434,2.7
"130",2014-06-10,0.425,0.91
"131",2014-06-16,0.372,0.43
"132",2014-07-01,0.216,0.05
"133",2014-07-09,0.111,0.01
"134",2014-07-10,0.615,0.03
"135",2014-07-23,0.119,0.02
"136",2014-08-07,0.611,0.08
"137",2014-08-12,0.08,0.02
"138",2014-08-30,0.648,0.03
"139",2014-09-02,0.533,1.3
"140",2014-09-06,0.294,0.04
"141",2014-09-10,0.14,0.03
"142",2014-09-17,0.08,3.2
"143",2014-09-17,0.571,3.2
"144",2014-09-24,0.162,0.04
"145",2014-10-10,0.598,12
"146",2014-10-13,1.428,16
"147",2014-10-22,0.238,0.32
"148",2014-10-29,0.058,0.07
"149",2014-11-04,0.332,2.5
"150",2014-11-12,0.078,0.25
"151",2014-11-19,0.101,0.12
"152",2014-12-03,0.116,0.21
"153",2014-12-05,0.004,2.1
"154",2014-12-10,0.388,0.09
"155",2014-12-17,0.722,4.7
"156",2015-01-07,0.935,0.8
"157",2015-01-14,0.777,0.65
"158",2015-01-21,0.413,0.65
"159",2015-01-28,0.428,0.56
"160",2015-02-04,0.271,0.89
"161",2015-02-11,0.354,1.1
"162",2015-02-18,0.407,0.91
"163",2015-02-25,0.744,1.2
"164",2015-03-04,0.637,6.5
"165",2015-03-10,0.928,7.7
"166",2015-03-18,0.59,5.9
"167",2015-03-25,0.485,5.2
"168",2015-04-01,0.493,2.4
"169",2015-04-13,0.483,6.1
"170",2015-04-17,0.39,5.9
"171",2015-04-22,0.561,2.2
"172",2015-04-24,0.377,8.3
"173",2015-06-01,0.714,2.2
