"","Date","concentrations.TN","Flow"
"264",2015-03-11,2.45,1260
"265",2015-03-14,2.74,3700
"266",2015-03-19,3.16,1450
"267",2015-03-26,3.17,2290
"268",2015-04-01,2.98,775
"269",2015-04-14,2.83,566
"270",2015-04-22,2.33,567
"271",2015-04-29,2.21,382
"272",2015-05-08,2.46,1590
"273",2015-05-11,1.89,5880
"274",2015-05-17,2.63,2260
"275",2015-05-24,2.56,8140
"276",2015-06-01,2.63,2200
"277",2015-06-20,1.71,6640
