"","X.5.30.","NO3test5to30modes","NO3test5to30stdevs","X.5.30..1","TNtest5to30modes","TNtest5to30stdevs","X.5.30..2","SRPtest5to30modes","SRPtest5to30stdevs","X.5.30..3","TPtest5to30modes","TPtest5to30stdevs","X.5.30..4","TSStest5to30modes","TSStest5to30stdevs","X.5.30..5","Cltest5to30modes","Cltest5to30stdevs","X.5.30..6","SO4test5to30modes","SO4test5to30stdevs"
"folds.18",18,0.65,0.0487077917749495,18,0.65,0.0517549169506765,18,0.5,0.0632536197238013,18,0.5,0.0991031208965115,18,0.6,0.142960676768267,18,0.9,0.00989743318610786,18,0.3,0.0588061498935794
"folds.19",19,0.65,0.046958514039696,19,0.65,0.0543608502584012,19,0.55,0.0586323724749461,19,0.5,0.0838426611978335,19,0.2,0.151104775110598,19,0.9,0.0119948968741047,19,0.3,0.0609533110048091
"folds.20",20,0.65,0.0461696074605494,20,0.65,0.0515078753637713,20,0.5,0.0460257248388201,20,0.45,0.0799489633121898,20,0.2,0.144593024925627,20,0.9,0.00989743318610786,20,0.2,0.0589361466992465
"folds.21",21,0.65,0.0554112638663413,21,0.65,0.0501935031164596,21,0.5,0.0444467119602973,21,0.5,0.0760034907898637,21,0.2,0.14602208387635,21,0.9,0.0119948968741047,21,0.3,0.0630920933627817
"folds.22",22,0.65,0.063887656499994,22,0.65,0.0519909725287938,22,0.5,0.0504672049504449,22,0.45,0.0694658923795098,22,0.2,0.154853452776277,22,0.9,0.00707106781186547,22,0.3,0.052527932316715
"folds.23",23,0.7,0.0538705932427566,23,0.65,0.0448239185421063,23,0.5,0.0534904149338545,23,0.45,0.0722876905432843,23,0.2,0.152810406740389,23,0.9,0.00989743318610786,23,0.3,0.0615198657146699
"folds.24",24,0.65,0.0598382172603593,24,0.65,0.0455017380246656,24,0.5,0.0529150262212918,24,0.45,0.0758354825142114,24,0.2,0.157794105060477,24,0.9,0,24,0.25,0.0615778916064352
"folds.25",25,0.65,0.0475523342202664,25,0.65,0.0493219328618059,25,0.5,0.0559153879736598,25,0.55,0.0979431321883119,25,0.55,0.134729509819959,25,0.9,0.00989743318610786,25,0.25,0.0650274667242345
"folds.26",26,0.65,0.0461696074605494,26,0.65,0.0473372615022311,26,0.5,0.0517549169506766,26,0.5,0.0870432686210996,26,0.2,0.150251489856446,26,0.9,0.0141421356237309,26,0.25,0.0596674457441632
"folds.27",27,0.65,0.0453557367611072,27,0.65,0.0510002000796395,27,0.5,0.0556593135393662,27,0.45,0.0826845493056445,27,0.55,0.137380746059101,27,0.9,0,27,0.2,0.0634147346555087
"folds.28",28,0.65,0.0404061017820884,28,0.65,0.0510002000796395,28,0.5,0.053222674314849,28,0.5,0.0653405521487387,28,0.55,0.141929128620662,28,0.9,0.00989743318610786,28,0.25,0.0649096703590648
"folds.29",29,0.7,0.0407080195679286,29,0.65,0.0473911211868525,29,0.5,0.0557783514438704,29,0.5,0.0704866465859937,29,0.5,0.148117438238055,29,0.9,0.00707106781186547,29,0.2,0.0693188433314949
"folds.30",30,0.65,0.040607629724434,30,0.65,0.0507997268191272,30,0.5,0.0538421729858365,30,0.45,0.0652780551931192,30,0.2,0.155838744494796,30,0.9,0,30,0.25,0.0604490002618163
