Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2013-01-24,3.78,4.48,0.199,0.212,1.1,57.587,78.204
2013-01-30,1.184,2.26,0.17,0.5,169.3,11.76,17.671
2013-02-07,3.668,4.24,0.145,0.164,1.5,58.847,79.674
2013-02-13,4.1395,4.14,0.1995,0.221,1.5,46.854,80.4845
2013-02-21,4.245,4.8,0.093,0.328,1.9,55.184,79.751
2013-02-28,3.985,4.21,0.088,0.102,0.4,45.332,63.238
2013-03-07,4.178,4.77,0.089,0.11,1.3,60.475,81.335
2013-03-10,1.666,2.33,0.102,0.184,23.4,13.729,22.108
2013-03-20,4.199,4.59,0.09,0.11,1.7,47.133,61.509
2013-03-28,4.109,4.32,0.072,0.092,2.3,42.247,68.088
2013-04-04,3.986,4.05,0.077,0.079,0.5,35.756,45.108
2013-04-18,0.783,5.3,0.258,3.064,2629.2,3.828,6.935
2013-04-25,4.304,4.78,0.08,0.088,2.4,28.624,48.837
2013-04-29,3.6195,3.67,0.082,0.093,2,15.2735,27.3615
2013-05-09,4.024,4.46,0.062,0.088,2.9,30.621,46.788
2013-05-20,3.561,3.79,0.083,0.116,37.4,26.227,44.959
2013-05-31,2.137,2.55,0.091,0.134,7.7,16.624,22.495
2013-06-07,3.542,3.95,0.083,0.112,5,26.82,40.689
2013-06-13,3.838,4.35,0.119,0.142,1.7,39.043,51.636
2013-06-26,3.244,3.43,0.119,0.138,4.1,50.188,69.325
2013-07-10,3.369,3.49,0.127,0.142,2.4,58.295,72.156
2013-07-17,3.087,3.43,0.119,0.142,1.7,54.885,79.092
2013-08-01,2.813,3.23,0.118,0.14,2.8,28.041,40.657
2013-08-08,0.762,2.29,0.278,1.073,468.3,2.673,4.673
2013-08-21,3.256,3.58,0.087,0.098,1,36.836,51.458
2013-08-29,2.892,3.24,0.0845,0.112,0.9,43.154,62.675
2013-09-05,3.934,4.3,0.097,0.122,3.1,48.135,65.881
2013-09-12,3.448,4.2,0.114,0.15,2.2,48.821,77.065
2013-09-19,3.664,3.64,0.134,0.146,2.9,56.266,76.415
2013-09-20,1.997,2.45,0.191,0.274,18.4,20.495,28.133
2013-10-03,3.9595,4.07,0.1505,0.174,2,50.6835,71.744
2013-10-05,0.895,2.49,0.143,0.202,833.6,6.116,8.033
2013-10-21,3.459,3.53,0.114,0.132,1.7,39.108,63.036
2013-10-30,3.673,3.72,0.154,0.178,1.7,54.242,73.927
2013-11-07,3.665,3.59,0.134,0.14,1.7,31.775,48.009
2013-11-14,4.122,4.17,0.111,0.132,0.7,50.174,105.68
2013-11-21,2.269,2.55,0.125,0.166,8.8,28.25,41.702
2013-12-03,3.98,4.01,0.124,0.138,0.8,44.595,56.95
2013-12-13,4.06,4.11,0.084,0.1,0.9,59.874,67.572
2013-12-20,4.061,4.1,0.079,0.099,1.35,36.973,50.0475
2013-12-21,0.599,1.24,0.125,0.24,20.9,7.814,7.771
2014-01-08,4.769,4.76,0.073,0.084,1.1,45.616,0
2014-01-10,2.911,3.3,0.081,0.174,78.3,53.562,46.079
2014-01-23,4.287,4.39,0.065,0.076,0.3,42.215,55.883
2014-01-29,4.222,4.36,0.053,0.08,1.7,41.088,62.418
2014-02-06,4.164,4.43,0.059,0.08,2.5,65.329,62.231
2014-02-13,4.495,4.68,0.063,0.08,3.1,57.12,73.89
2014-02-20,1.29,1.43,0.01,0.014,0.8,22.857,43.904
2014-02-26,4.859,4.96,0.072,0.098,1.7,50.195,86.04
2014-03-06,3.943,4.07,0.063,0.056,1.7,82.796,68.27
2014-03-13,3.838,7.155,0.0765,0.101,1.45,59.74,73.63
2014-03-16,1.523,2.61,0.068,0.134,288.2,21.175,13.503
2014-03-28,3.41,3.92,0.066,0.096,2.3,39.237,49.108
2014-04-03,4.091,4.63,0.084,0.132,7.9,39.927,51.563
2014-04-08,3.36,3.59,0.071,0.096,1.4,29.194,40.336
2014-04-15,3.641,3.85,0.081,0.104,0.1,41.175,52.223
2014-04-24,3.287,3.7,0.071,0.104,3.7,46.249,56.58
2014-04-29,3.218,3.7,0.084,0.104,2.9,50.442,63.626
2014-05-08,1.023,3.88,0.128,0.438,805.6,14.297,18.342
2014-05-12,0.995,1.76,0.111,0.33,128.6,11.649,14.61
2014-05-15,2.915,3.31,0.079,0.092,2.7,28.854,35.228
2014-05-21,3.555,4.11,0.072,0.096,4,40.671,59.535
2014-05-29,3.402,3.89,0.076,0.1,5.6,49.133,61.195
2014-06-03,3.146,3.73,0.078,0.1,5.9,37.394,0
2014-06-16,2.645,3.17,0.097,0.12,3.2,37.012,48.246
2014-06-19,2.7,3.02,0.126,0.466,4.1,51.502,62.512
2014-07-02,3.049,3.57,0.103,0.11,3,45.58,66.42
2014-07-07,2.816,3.06,0.102,0.11,2.4,41.926,57.623
2014-07-22,2.691,3.21,0.087,0.107,2.45,64.895,81.6805
2014-07-31,2.355,2.65,0.091,0.116,2.6,41.2675,58.956
2014-08-06,3.209,3.54,0.097,0.126,2.3,67.649,86.756
2014-08-13,3.429,3.86,0.293,0.32,4.4,51.967,104.36
2014-08-21,2.725,2.92,0.262,0.282,1.9,60.466,91.819
2014-08-28,2.7005,3.03,0.2105,0.227,3.15,64.8095,95.681
2014-08-30,2.675,3.26,0.173,0.196,18.9,64.904,100.24
2014-09-02,1.258,1.7,0.183,0.286,38.3,19.475,33.996
2014-09-06,1.805,1.98,0.129,0.206,25.2,30.232,49.593
2014-09-11,2.341,2.82,0.16,0.174,2.9,55.836,82.913
2014-09-17,1.42,2.62,0.188,0.536,181.9,24.741,39.945
2014-09-24,3.455,3.86,0.171,0.18,1.5,52.795,82.785
2014-10-01,3.101,3.49,0.159,0.168,1.5,58.32,82.21
2014-10-09,4.125,4.47,0.329,0.334,2.3,70.484,114.24
2014-10-10,0.777,2.08,0.191,0.77,345.9,6.242,9.026
2014-10-13,0.688,1.12,0.215,0.328,158.9,5.026,7.932
2014-10-23,2.954,3.44,0.152,0.166,2.2,44.921,70.255
2014-10-29,3.016,3.28,0.218,0.186,0.7,56.133,79.256
2014-11-06,3.148,3.495,0.14,0.154,2.1,41.6595,60.944
2014-11-13,3.812,4.15,0.096,0.108,0.8,54.776,81.025
2014-11-19,4.167,4.58,0.148,0.16,0,53.417,79.808
2014-12-02,3.572,3.775,0.1935,0.21,0.85,49.507,88.227
2014-12-11,3.903,4.03,0.193,0.206,1.05,50.8045,75.0125
2014-12-17,3.791,3.91,0.187,0.206,0.4,38.516,62.831
2015-01-08,4.158,4.23,0.108,0.126,1.8,46.462,68.429
2015-01-15,4.128,4.35,0.077,0.098,1.7,47.81,65.72
2015-01-21,3.619,3.81,0.077,0.098,0.8,1,54.425
2015-01-29,4.143,4.25,0.081,0.092,2.1,60.724,69.828
2015-02-04,3.825,3.765,0.063,0.078,1.75,57.0045,54.3565
2015-02-11,3.646,3.78,0.068,0.09,0,58.521,74.349
2015-02-18,3.651,4.05,0.057,0.086,0.9,67.928,83.817
2015-02-25,3.97,4.17,0.056,0.08,2.5,55.239,63.682
2015-03-06,2.192,2.52,0.048,0.082,2.6,95.877,61.084
2015-03-11,2.944,3.13,0.053,0.08,2,47.209,43.614
2015-03-14,1.964,2.54,0.091,0.176,17.9,30.132,26.792
2015-03-19,3.655,3.65,0.06,0.106,4.2,37.826,42.011
2015-03-26,1.781,2.36,0.06,0.19,42.4,19.467,19.507
2015-04-01,3.359,3.55,0.06,0.104,2.7,38.122,43.846
2015-04-14,3.3645,3.63,0.0695,0.102,1.4,44.6825,44.99415
2015-04-22,3.766,4.13,0.078,0.104,2.7,38.872,45.89
2015-04-29,3.771,3.94,0.218,0.234,1.6,48.93,55.363
2015-05-08,1.332,2.02,0.128,0.322,74.1,12.832,15.097
2015-05-24,1.046,1.67,0.078,0.208,55.6,10.493,12.975
2015-06-01,2.96,3.03,0.068,0.088,3.6,18.54,25.464
2015-06-19,1.038,1.8,0.222,0.7,127,5.546,7.616
