id,folds,span,const
2,25,0.8,SRP
3,25,0.85,SRP
4,25,0.8,SRP
5,25,0.7,SRP
6,25,0.75,SRP
7,25,0.85,SRP
8,25,0.8,SRP
9,25,0.9,SRP
10,25,0.85,SRP
11,25,0.8,SRP
12,25,0.9,SRP
13,25,0.8,SRP
14,25,0.7,SRP
15,25,0.75,SRP
16,25,0.75,SRP
17,25,0.7,SRP
18,25,0.75,SRP
19,25,0.75,SRP
20,25,0.8,SRP
21,25,0.8,SRP
22,25,0.8,SRP
23,25,0.65,SRP
24,25,0.9,SRP
25,25,0.8,SRP
26,25,0.8,SRP
27,25,0.75,SRP
28,25,0.65,SRP
29,25,0.8,SRP
30,25,0.9,SRP
31,25,0.75,SRP
32,25,0.75,SRP
33,25,0.8,SRP
34,25,0.7,SRP
35,25,0.75,SRP
36,25,0.8,SRP
37,25,0.65,SRP
38,25,0.75,SRP
39,25,0.75,SRP
40,25,0.7,SRP
41,25,0.8,SRP
42,25,0.9,SRP
43,25,0.75,SRP
44,25,0.75,SRP
45,25,0.7,SRP
46,25,0.8,SRP
47,25,0.7,SRP
48,25,0.9,SRP
49,25,0.7,SRP
50,25,0.8,SRP
1,26,0.8,SRP
2,26,0.85,SRP
3,26,0.75,SRP
4,26,0.7,SRP
5,26,0.85,SRP
6,26,0.75,SRP
7,26,0.85,SRP
8,26,0.75,SRP
9,26,0.85,SRP
10,26,0.8,SRP
11,26,0.8,SRP
12,26,0.75,SRP
13,26,0.75,SRP
14,26,0.75,SRP
15,26,0.7,SRP
16,26,0.65,SRP
17,26,0.85,SRP
18,26,0.85,SRP
19,26,0.8,SRP
20,26,0.7,SRP
21,26,0.8,SRP
22,26,0.75,SRP
23,26,0.85,SRP
24,26,0.75,SRP
25,26,0.8,SRP
26,26,0.85,SRP
27,26,0.9,SRP
28,26,0.8,SRP
29,26,0.8,SRP
30,26,0.75,SRP
31,26,0.85,SRP
32,26,0.75,SRP
33,26,0.7,SRP
34,26,0.8,SRP
35,26,0.7,SRP
36,26,0.8,SRP
37,26,0.85,SRP
38,26,0.8,SRP
39,26,0.85,SRP
40,26,0.9,SRP
41,26,0.65,SRP
42,26,0.8,SRP
43,26,0.85,SRP
44,26,0.8,SRP
45,26,0.8,SRP
46,26,0.55,SRP
47,26,0.7,SRP
48,26,0.75,SRP
49,26,0.8,SRP
50,26,0.65,SRP
1,27,0.7,SRP
2,27,0.7,SRP
3,27,0.8,SRP
4,27,0.7,SRP
5,27,0.6,SRP
6,27,0.85,SRP
7,27,0.8,SRP
8,27,0.7,SRP
9,27,0.8,SRP
10,27,0.75,SRP
11,27,0.65,SRP
12,27,0.55,SRP
13,27,0.6,SRP
14,27,0.65,SRP
15,27,0.55,SRP
16,27,0.8,SRP
17,27,0.75,SRP
18,27,0.8,SRP
19,27,0.8,SRP
20,27,0.75,SRP
21,27,0.75,SRP
22,27,0.8,SRP
23,27,0.75,SRP
24,27,0.8,SRP
25,27,0.8,SRP
26,27,0.9,SRP
27,27,0.8,SRP
28,27,0.9,SRP
29,27,0.7,SRP
30,27,0.75,SRP
31,27,0.75,SRP
32,27,0.9,SRP
33,27,0.8,SRP
34,27,0.75,SRP
35,27,0.75,SRP
36,27,0.75,SRP
37,27,0.75,SRP
38,27,0.65,SRP
39,27,0.9,SRP
40,27,0.75,SRP
41,27,0.75,SRP
42,27,0.65,SRP
43,27,0.7,SRP
44,27,0.75,SRP
45,27,0.8,SRP
46,27,0.75,SRP
47,27,0.9,SRP
48,27,0.75,SRP
49,27,0.85,SRP
50,27,0.9,SRP
1,28,0.8,SRP
2,28,0.65,SRP
3,28,0.85,SRP
4,28,0.8,SRP
5,28,0.75,SRP
6,28,0.9,SRP
7,28,0.85,SRP
8,28,0.75,SRP
9,28,0.75,SRP
10,28,0.8,SRP
11,28,0.85,SRP
12,28,0.75,SRP
13,28,0.65,SRP
14,28,0.75,SRP
15,28,0.7,SRP
16,28,0.8,SRP
17,28,0.75,SRP
18,28,0.8,SRP
19,28,0.75,SRP
20,28,0.65,SRP
21,28,0.65,SRP
22,28,0.8,SRP
23,28,0.75,SRP
24,28,0.75,SRP
25,28,0.75,SRP
26,28,0.75,SRP
27,28,0.8,SRP
28,28,0.9,SRP
29,28,0.8,SRP
30,28,0.9,SRP
31,28,0.7,SRP
32,28,0.8,SRP
33,28,0.8,SRP
34,28,0.9,SRP
35,28,0.85,SRP
36,28,0.85,SRP
37,28,0.75,SRP
38,28,0.7,SRP
39,28,0.7,SRP
40,28,0.8,SRP
41,28,0.8,SRP
42,28,0.85,SRP
43,28,0.8,SRP
44,28,0.8,SRP
45,28,0.9,SRP
46,28,0.8,SRP
47,28,0.6,SRP
48,28,0.75,SRP
49,28,0.9,SRP
50,28,0.8,SRP
1,29,0.75,SRP
2,29,0.8,SRP
3,29,0.7,SRP
4,29,0.75,SRP
5,29,0.75,SRP
6,29,0.7,SRP
7,29,0.8,SRP
8,29,0.8,SRP
9,29,0.9,SRP
10,29,0.8,SRP
11,29,0.8,SRP
12,29,0.75,SRP
13,29,0.75,SRP
14,29,0.75,SRP
15,29,0.75,SRP
16,29,0.7,SRP
17,29,0.8,SRP
18,29,0.85,SRP
19,29,0.75,SRP
20,29,0.8,SRP
21,29,0.85,SRP
22,29,0.7,SRP
23,29,0.8,SRP
24,29,0.75,SRP
25,29,0.8,SRP
26,29,0.75,SRP
27,29,0.7,SRP
28,29,0.85,SRP
29,29,0.8,SRP
30,29,0.85,SRP
31,29,0.8,SRP
32,29,0.75,SRP
33,29,0.75,SRP
34,29,0.85,SRP
35,29,0.9,SRP
36,29,0.65,SRP
37,29,0.85,SRP
38,29,0.8,SRP
39,29,0.8,SRP
40,29,0.8,SRP
41,29,0.85,SRP
42,29,0.8,SRP
43,29,0.8,SRP
44,29,0.8,SRP
45,29,0.75,SRP
46,29,0.8,SRP
47,29,0.7,SRP
48,29,0.75,SRP
49,29,0.65,SRP
50,29,0.75,SRP
1,30,0.8,SRP
2,30,0.65,SRP
3,30,0.8,SRP
4,30,0.85,SRP
5,30,0.7,SRP
6,30,0.75,SRP
7,30,0.8,SRP
8,30,0.85,SRP
9,30,0.7,SRP
10,30,0.65,SRP
11,30,0.75,SRP
12,30,0.85,SRP
13,30,0.75,SRP
14,30,0.75,SRP
15,30,0.8,SRP
16,30,0.8,SRP
17,30,0.7,SRP
18,30,0.8,SRP
19,30,0.75,SRP
20,30,0.8,SRP
21,30,0.85,SRP
22,30,0.8,SRP
23,30,0.8,SRP
24,30,0.75,SRP
25,30,0.75,SRP
26,30,0.6,SRP
27,30,0.85,SRP
28,30,0.7,SRP
29,30,0.7,SRP
30,30,0.9,SRP
31,30,0.85,SRP
32,30,0.9,SRP
33,30,0.8,SRP
34,30,0.8,SRP
35,30,0.8,SRP
36,30,0.75,SRP
37,30,0.75,SRP
38,30,0.8,SRP
39,30,0.7,SRP
40,30,0.75,SRP
41,30,0.85,SRP
42,30,0.75,SRP
43,30,0.8,SRP
44,30,0.85,SRP
45,30,0.85,SRP
46,30,0.8,SRP
47,30,0.75,SRP
48,30,0.6,SRP
49,30,0.75,SRP
50,30,0.65,SRP
1,5,0.85,TP
2,5,0.7,TP
3,5,0.7,TP
4,5,0.75,TP
5,5,0.65,TP
6,5,0.5,TP
7,5,0.6,TP
8,5,0.8,TP
9,5,0.5,TP
10,5,0.6,TP
11,5,0.6,TP
12,5,0.8,TP
13,5,0.55,TP
14,5,0.45,TP
15,5,0.55,TP
16,5,0.65,TP
17,5,0.7,TP
18,5,0.7,TP
19,5,0.75,TP
20,5,0.7,TP
21,5,0.75,TP
22,5,0.6,TP
23,5,0.85,TP
24,5,0.75,TP
25,5,0.6,TP
26,5,0.45,TP
27,5,0.7,TP
28,5,0.8,TP
29,5,0.65,TP
30,5,0.75,TP
31,5,0.65,TP
32,5,0.75,TP
33,5,0.9,TP
34,5,0.85,TP
35,5,0.5,TP
36,5,0.7,TP
37,5,0.7,TP
38,5,0.8,TP
39,5,0.65,TP
40,5,0.55,TP
41,5,0.8,TP
42,5,0.75,TP
43,5,0.75,TP
44,5,0.8,TP
45,5,0.9,TP
46,5,0.75,TP
47,5,0.5,TP
48,5,0.8,TP
49,5,0.85,TP
50,5,0.7,TP
1,6,0.7,TP
2,6,0.35,TP
3,6,0.7,TP
4,6,0.8,TP
5,6,0.75,TP
6,6,0.75,TP
7,6,0.6,TP
8,6,0.65,TP
9,6,0.7,TP
10,6,0.4,TP
11,6,0.8,TP
12,6,0.7,TP
13,6,0.75,TP
14,6,0.35,TP
15,6,0.8,TP
16,6,0.85,TP
17,6,0.8,TP
18,6,0.7,TP
19,6,0.7,TP
20,6,0.75,TP
21,6,0.75,TP
22,6,0.85,TP
23,6,0.8,TP
24,6,0.7,TP
25,6,0.7,TP
26,6,0.75,TP
27,6,0.7,TP
28,6,0.4,TP
29,6,0.65,TP
30,6,0.75,TP
31,6,0.7,TP
32,6,0.75,TP
33,6,0.7,TP
34,6,0.75,TP
35,6,0.85,TP
36,6,0.8,TP
37,6,0.75,TP
38,6,0.65,TP
39,6,0.75,TP
40,6,0.55,TP
41,6,0.6,TP
42,6,0.75,TP
43,6,0.85,TP
44,6,0.75,TP
45,6,0.65,TP
46,6,0.8,TP
47,6,0.8,TP
48,6,0.75,TP
49,6,0.75,TP
50,6,0.8,TP
1,7,0.45,TP
2,7,0.6,TP
3,7,0.75,TP
4,7,0.8,TP
5,7,0.65,TP
6,7,0.7,TP
7,7,0.7,TP
8,7,0.9,TP
9,7,0.65,TP
10,7,0.6,TP
11,7,0.75,TP
12,7,0.55,TP
13,7,0.7,TP
14,7,0.7,TP
15,7,0.75,TP
16,7,0.45,TP
17,7,0.65,TP
18,7,0.8,TP
19,7,0.7,TP
20,7,0.75,TP
21,7,0.75,TP
22,7,0.7,TP
23,7,0.75,TP
24,7,0.75,TP
25,7,0.55,TP
26,7,0.65,TP
27,7,0.6,TP
28,7,0.8,TP
29,7,0.65,TP
30,7,0.5,TP
31,7,0.6,TP
32,7,0.7,TP
33,7,0.65,TP
34,7,0.65,TP
35,7,0.7,TP
36,7,0.7,TP
37,7,0.7,TP
38,7,0.75,TP
39,7,0.55,TP
40,7,0.45,TP
41,7,0.8,TP
42,7,0.7,TP
43,7,0.7,TP
44,7,0.85,TP
45,7,0.75,TP
46,7,0.9,TP
47,7,0.9,TP
48,7,0.75,TP
49,7,0.6,TP
50,7,0.6,TP
1,8,0.6,TP
2,8,0.7,TP
3,8,0.5,TP
4,8,0.75,TP
5,8,0.85,TP
6,8,0.6,TP
7,8,0.75,TP
8,8,0.65,TP
9,8,0.75,TP
10,8,0.65,TP
11,8,0.8,TP
12,8,0.7,TP
13,8,0.6,TP
14,8,0.6,TP
15,8,0.55,TP
16,8,0.6,TP
17,8,0.65,TP
18,8,0.65,TP
19,8,0.8,TP
20,8,0.5,TP
21,8,0.65,TP
22,8,0.9,TP
23,8,0.75,TP
24,8,0.8,TP
25,8,0.6,TP
26,8,0.8,TP
27,8,0.85,TP
28,8,0.9,TP
29,8,0.55,TP
30,8,0.75,TP
31,8,0.6,TP
32,8,0.8,TP
33,8,0.65,TP
34,8,0.8,TP
35,8,0.5,TP
36,8,0.85,TP
37,8,0.8,TP
38,8,0.7,TP
39,8,0.75,TP
40,8,0.85,TP
41,8,0.6,TP
42,8,0.5,TP
43,8,0.6,TP
44,8,0.6,TP
45,8,0.75,TP
46,8,0.75,TP
47,8,0.85,TP
48,8,0.7,TP
49,8,0.7,TP
50,8,0.7,TP
1,9,0.75,TP
2,9,0.55,TP
3,9,0.55,TP
4,9,0.6,TP
5,9,0.5,TP
6,9,0.55,TP
7,9,0.8,TP
8,9,0.65,TP
9,9,0.85,TP
10,9,0.8,TP
11,9,0.7,TP
12,9,0.75,TP
13,9,0.7,TP
14,9,0.6,TP
15,9,0.7,TP
16,9,0.7,TP
17,9,0.7,TP
18,9,0.65,TP
19,9,0.6,TP
20,9,0.9,TP
21,9,0.65,TP
22,9,0.4,TP
23,9,0.75,TP
24,9,0.65,TP
25,9,0.75,TP
26,9,0.75,TP
27,9,0.5,TP
28,9,0.85,TP
29,9,0.6,TP
30,9,0.8,TP
31,9,0.7,TP
32,9,0.75,TP
33,9,0.65,TP
34,9,0.65,TP
35,9,0.8,TP
36,9,0.8,TP
37,9,0.6,TP
38,9,0.65,TP
39,9,0.6,TP
40,9,0.8,TP
41,9,0.65,TP
42,9,0.6,TP
43,9,0.65,TP
44,9,0.5,TP
45,9,0.6,TP
46,9,0.9,TP
47,9,0.75,TP
48,9,0.6,TP
49,9,0.75,TP
50,9,0.5,TP
1,10,0.7,TP
2,10,0.8,TP
3,10,0.75,TP
4,10,0.9,TP
5,10,0.65,TP
6,10,0.75,TP
7,10,0.5,TP
8,10,0.7,TP
9,10,0.85,TP
10,10,0.75,TP
11,10,0.65,TP
12,10,0.65,TP
13,10,0.65,TP
14,10,0.7,TP
15,10,0.65,TP
16,10,0.65,TP
17,10,0.7,TP
18,10,0.75,TP
19,10,0.85,TP
20,10,0.7,TP
21,10,0.6,TP
22,10,0.4,TP
23,10,0.9,TP
24,10,0.75,TP
25,10,0.7,TP
26,10,0.7,TP
27,10,0.55,TP
28,10,0.8,TP
29,10,0.6,TP
30,10,0.7,TP
31,10,0.8,TP
32,10,0.8,TP
33,10,0.9,TP
34,10,0.5,TP
35,10,0.75,TP
36,10,0.7,TP
37,10,0.6,TP
38,10,0.55,TP
39,10,0.75,TP
40,10,0.75,TP
41,10,0.65,TP
42,10,0.9,TP
43,10,0.65,TP
44,10,0.85,TP
45,10,0.55,TP
46,10,0.65,TP
47,10,0.6,TP
48,10,0.65,TP
49,10,0.65,TP
50,10,0.9,TP
1,11,0.7,TP
2,11,0.75,TP
3,11,0.7,TP
4,11,0.75,TP
5,11,0.75,TP
6,11,0.5,TP
7,11,0.7,TP
8,11,0.5,TP
9,11,0.45,TP
10,11,0.65,TP
11,11,0.65,TP
12,11,0.75,TP
13,11,0.7,TP
14,11,0.85,TP
15,11,0.7,TP
16,11,0.75,TP
17,11,0.75,TP
18,11,0.85,TP
19,11,0.6,TP
20,11,0.65,TP
21,11,0.7,TP
22,11,0.8,TP
23,11,0.6,TP
24,11,0.75,TP
25,11,0.75,TP
26,11,0.8,TP
27,11,0.7,TP
28,11,0.65,TP
29,11,0.55,TP
30,11,0.7,TP
31,11,0.7,TP
32,11,0.7,TP
33,11,0.65,TP
34,11,0.75,TP
35,11,0.8,TP
36,11,0.85,TP
37,11,0.65,TP
38,11,0.7,TP
39,11,0.75,TP
40,11,0.75,TP
41,11,0.75,TP
42,11,0.75,TP
43,11,0.65,TP
44,11,0.6,TP
45,11,0.75,TP
46,11,0.65,TP
47,11,0.75,TP
48,11,0.9,TP
49,11,0.7,TP
50,11,0.7,TP
1,12,0.9,TP
2,12,0.65,TP
3,12,0.7,TP
4,12,0.75,TP
5,12,0.85,TP
6,12,0.9,TP
7,12,0.9,TP
8,12,0.7,TP
9,12,0.8,TP
10,12,0.75,TP
11,12,0.55,TP
12,12,0.6,TP
13,12,0.8,TP
14,12,0.65,TP
15,12,0.6,TP
16,12,0.8,TP
17,12,0.75,TP
18,12,0.8,TP
19,12,0.75,TP
20,12,0.85,TP
21,12,0.75,TP
22,12,0.75,TP
23,12,0.5,TP
24,12,0.75,TP
25,12,0.9,TP
26,12,0.6,TP
27,12,0.55,TP
28,12,0.7,TP
29,12,0.85,TP
30,12,0.6,TP
31,12,0.85,TP
32,12,0.55,TP
33,12,0.65,TP
34,12,0.65,TP
35,12,0.55,TP
36,12,0.75,TP
37,12,0.8,TP
38,12,0.9,TP
39,12,0.5,TP
40,12,0.7,TP
41,12,0.9,TP
42,12,0.5,TP
43,12,0.75,TP
44,12,0.8,TP
45,12,0.8,TP
46,12,0.85,TP
47,12,0.6,TP
48,12,0.65,TP
49,12,0.8,TP
50,12,0.75,TP
1,13,0.9,TP
2,13,0.75,TP
3,13,0.65,TP
4,13,0.9,TP
5,13,0.7,TP
6,13,0.7,TP
7,13,0.65,TP
8,13,0.75,TP
9,13,0.8,TP
10,13,0.6,TP
11,13,0.8,TP
12,13,0.8,TP
13,13,0.7,TP
14,13,0.75,TP
15,13,0.65,TP
16,13,0.55,TP
17,13,0.5,TP
18,13,0.75,TP
19,13,0.85,TP
20,13,0.75,TP
21,13,0.9,TP
22,13,0.65,TP
23,13,0.7,TP
24,13,0.7,TP
25,13,0.7,TP
26,13,0.6,TP
27,13,0.65,TP
28,13,0.7,TP
29,13,0.75,TP
30,13,0.85,TP
31,13,0.8,TP
32,13,0.9,TP
33,13,0.9,TP
34,13,0.75,TP
35,13,0.7,TP
36,13,0.5,TP
37,13,0.5,TP
38,13,0.7,TP
39,13,0.9,TP
40,13,0.7,TP
41,13,0.75,TP
42,13,0.8,TP
43,13,0.7,TP
44,13,0.85,TP
45,13,0.45,TP
46,13,0.7,TP
47,13,0.7,TP
48,13,0.7,TP
49,13,0.6,TP
50,13,0.7,TP
1,14,0.5,TP
2,14,0.6,TP
3,14,0.75,TP
4,14,0.8,TP
5,14,0.75,TP
6,14,0.75,TP
7,14,0.85,TP
8,14,0.7,TP
9,14,0.75,TP
10,14,0.55,TP
11,14,0.55,TP
12,14,0.55,TP
13,14,0.55,TP
14,14,0.8,TP
15,14,0.65,TP
16,14,0.85,TP
17,14,0.7,TP
18,14,0.7,TP
19,14,0.6,TP
20,14,0.55,TP
21,14,0.65,TP
22,14,0.8,TP
23,14,0.9,TP
24,14,0.65,TP
25,14,0.7,TP
26,14,0.7,TP
27,14,0.8,TP
28,14,0.75,TP
29,14,0.8,TP
30,14,0.75,TP
31,14,0.75,TP
32,14,0.75,TP
33,14,0.9,TP
34,14,0.6,TP
35,14,0.65,TP
36,14,0.85,TP
37,14,0.8,TP
38,14,0.65,TP
39,14,0.75,TP
40,14,0.6,TP
41,14,0.85,TP
42,14,0.75,TP
43,14,0.7,TP
44,14,0.7,TP
45,14,0.55,TP
46,14,0.75,TP
47,14,0.9,TP
48,14,0.7,TP
49,14,0.9,TP
50,14,0.65,TP
1,15,0.75,TP
2,15,0.6,TP
3,15,0.8,TP
4,15,0.55,TP
5,15,0.75,TP
6,15,0.75,TP
7,15,0.8,TP
8,15,0.75,TP
9,15,0.55,TP
10,15,0.65,TP
11,15,0.8,TP
12,15,0.8,TP
13,15,0.8,TP
14,15,0.8,TP
15,15,0.5,TP
16,15,0.7,TP
17,15,0.8,TP
18,15,0.75,TP
19,15,0.6,TP
20,15,0.75,TP
21,15,0.75,TP
22,15,0.5,TP
23,15,0.7,TP
24,15,0.65,TP
25,15,0.45,TP
26,15,0.8,TP
27,15,0.75,TP
28,15,0.65,TP
29,15,0.6,TP
30,15,0.7,TP
31,15,0.8,TP
32,15,0.75,TP
33,15,0.65,TP
34,15,0.75,TP
35,15,0.7,TP
36,15,0.6,TP
37,15,0.85,TP
38,15,0.65,TP
39,15,0.75,TP
40,15,0.6,TP
41,15,0.75,TP
42,15,0.85,TP
43,15,0.9,TP
44,15,0.8,TP
45,15,0.65,TP
46,15,0.75,TP
47,15,0.65,TP
48,15,0.7,TP
49,15,0.65,TP
50,15,0.85,TP
1,16,0.65,TP
2,16,0.75,TP
3,16,0.65,TP
4,16,0.7,TP
5,16,0.55,TP
6,16,0.75,TP
7,16,0.7,TP
8,16,0.6,TP
9,16,0.7,TP
10,16,0.8,TP
11,16,0.75,TP
12,16,0.7,TP
13,16,0.6,TP
14,16,0.75,TP
15,16,0.85,TP
16,16,0.7,TP
17,16,0.65,TP
18,16,0.85,TP
19,16,0.5,TP
20,16,0.8,TP
21,16,0.85,TP
22,16,0.75,TP
23,16,0.7,TP
24,16,0.7,TP
25,16,0.65,TP
26,16,0.65,TP
27,16,0.65,TP
28,16,0.6,TP
29,16,0.8,TP
30,16,0.85,TP
31,16,0.75,TP
32,16,0.75,TP
33,16,0.75,TP
34,16,0.75,TP
35,16,0.7,TP
36,16,0.7,TP
37,16,0.8,TP
38,16,0.9,TP
39,16,0.8,TP
40,16,0.85,TP
41,16,0.6,TP
42,16,0.3,TP
43,16,0.9,TP
44,16,0.6,TP
45,16,0.8,TP
46,16,0.65,TP
47,16,0.8,TP
48,16,0.8,TP
49,16,0.75,TP
50,16,0.75,TP
1,17,0.8,TP
2,17,0.8,TP
3,17,0.65,TP
4,17,0.8,TP
5,17,0.65,TP
6,17,0.9,TP
7,17,0.75,TP
8,17,0.6,TP
9,17,0.7,TP
10,17,0.75,TP
11,17,0.8,TP
12,17,0.8,TP
13,17,0.65,TP
14,17,0.75,TP
15,17,0.6,TP
16,17,0.65,TP
17,17,0.7,TP
18,17,0.7,TP
19,17,0.7,TP
20,17,0.65,TP
21,17,0.6,TP
22,17,0.75,TP
23,17,0.75,TP
24,17,0.5,TP
25,17,0.7,TP
26,17,0.8,TP
27,17,0.8,TP
28,17,0.75,TP
29,17,0.75,TP
30,17,0.6,TP
31,17,0.65,TP
32,17,0.7,TP
33,17,0.65,TP
34,17,0.7,TP
35,17,0.8,TP
36,17,0.85,TP
37,17,0.8,TP
38,17,0.65,TP
39,17,0.7,TP
40,17,0.75,TP
41,17,0.9,TP
42,17,0.65,TP
43,17,0.75,TP
44,17,0.75,TP
45,17,0.7,TP
46,17,0.8,TP
47,17,0.75,TP
48,17,0.75,TP
49,17,0.65,TP
50,17,0.7,TP
1,18,0.8,TP
2,18,0.8,TP
3,18,0.8,TP
4,18,0.65,TP
5,18,0.75,TP
6,18,0.65,TP
7,18,0.85,TP
8,18,0.8,TP
9,18,0.8,TP
10,18,0.6,TP
11,18,0.7,TP
12,18,0.75,TP
13,18,0.85,TP
14,18,0.75,TP
15,18,0.9,TP
16,18,0.75,TP
17,18,0.9,TP
18,18,0.7,TP
19,18,0.75,TP
20,18,0.55,TP
21,18,0.65,TP
22,18,0.55,TP
23,18,0.75,TP
24,18,0.65,TP
25,18,0.65,TP
26,18,0.75,TP
27,18,0.5,TP
28,18,0.6,TP
29,18,0.8,TP
30,18,0.6,TP
31,18,0.75,TP
32,18,0.55,TP
33,18,0.7,TP
34,18,0.8,TP
35,18,0.6,TP
36,18,0.55,TP
37,18,0.7,TP
38,18,0.65,TP
39,18,0.65,TP
40,18,0.75,TP
41,18,0.9,TP
42,18,0.65,TP
43,18,0.75,TP
44,18,0.7,TP
45,18,0.55,TP
46,18,0.75,TP
47,18,0.8,TP
48,18,0.75,TP
49,18,0.85,TP
50,18,0.75,TP
1,19,0.55,TP
2,19,0.5,TP
3,19,0.9,TP
4,19,0.7,TP
5,19,0.75,TP
6,19,0.7,TP
7,19,0.65,TP
8,19,0.65,TP
9,19,0.7,TP
10,19,0.7,TP
11,19,0.55,TP
12,19,0.8,TP
13,19,0.65,TP
14,19,0.8,TP
15,19,0.85,TP
16,19,0.7,TP
17,19,0.7,TP
18,19,0.65,TP
19,19,0.65,TP
20,19,0.65,TP
21,19,0.75,TP
22,19,0.8,TP
23,19,0.85,TP
24,19,0.75,TP
25,19,0.85,TP
26,19,0.8,TP
27,19,0.65,TP
28,19,0.7,TP
29,19,0.7,TP
30,19,0.75,TP
31,19,0.8,TP
32,19,0.75,TP
33,19,0.75,TP
34,19,0.65,TP
35,19,0.7,TP
36,19,0.7,TP
37,19,0.8,TP
38,19,0.75,TP
39,19,0.9,TP
40,19,0.7,TP
41,19,0.8,TP
42,19,0.75,TP
43,19,0.45,TP
44,19,0.75,TP
45,19,0.6,TP
46,19,0.75,TP
47,19,0.65,TP
48,19,0.75,TP
49,19,0.7,TP
50,19,0.55,TP
1,20,0.9,TP
2,20,0.6,TP
3,20,0.85,TP
4,20,0.75,TP
5,20,0.6,TP
6,20,0.65,TP
7,20,0.65,TP
8,20,0.65,TP
9,20,0.75,TP
10,20,0.75,TP
11,20,0.85,TP
12,20,0.85,TP
13,20,0.8,TP
14,20,0.5,TP
15,20,0.75,TP
16,20,0.75,TP
17,20,0.65,TP
18,20,0.75,TP
19,20,0.75,TP
20,20,0.7,TP
21,20,0.75,TP
22,20,0.75,TP
23,20,0.8,TP
24,20,0.65,TP
25,20,0.75,TP
26,20,0.7,TP
27,20,0.6,TP
28,20,0.6,TP
29,20,0.85,TP
30,20,0.9,TP
31,20,0.8,TP
32,20,0.75,TP
33,20,0.7,TP
34,20,0.7,TP
35,20,0.8,TP
36,20,0.55,TP
37,20,0.8,TP
38,20,0.75,TP
39,20,0.75,TP
40,20,0.65,TP
41,20,0.7,TP
42,20,0.75,TP
43,20,0.9,TP
44,20,0.4,TP
45,20,0.8,TP
46,20,0.75,TP
47,20,0.65,TP
48,20,0.65,TP
49,20,0.75,TP
50,20,0.7,TP
1,21,0.75,TP
2,21,0.85,TP
3,21,0.75,TP
4,21,0.7,TP
5,21,0.75,TP
6,21,0.7,TP
7,21,0.75,TP
8,21,0.55,TP
9,21,0.7,TP
10,21,0.75,TP
11,21,0.7,TP
12,21,0.8,TP
13,21,0.9,TP
14,21,0.65,TP
15,21,0.7,TP
16,21,0.65,TP
17,21,0.8,TP
18,21,0.8,TP
19,21,0.75,TP
20,21,0.8,TP
21,21,0.65,TP
22,21,0.7,TP
23,21,0.7,TP
24,21,0.8,TP
25,21,0.75,TP
26,21,0.75,TP
27,21,0.7,TP
28,21,0.8,TP
29,21,0.7,TP
30,21,0.65,TP
31,21,0.8,TP
32,21,0.7,TP
33,21,0.7,TP
34,21,0.75,TP
35,21,0.7,TP
36,21,0.85,TP
37,21,0.7,TP
38,21,0.75,TP
39,21,0.65,TP
40,21,0.65,TP
41,21,0.75,TP
42,21,0.65,TP
43,21,0.85,TP
44,21,0.6,TP
45,21,0.65,TP
46,21,0.65,TP
47,21,0.75,TP
48,21,0.75,TP
49,21,0.65,TP
50,21,0.65,TP
1,22,0.75,TP
2,22,0.8,TP
3,22,0.6,TP
4,22,0.75,TP
5,22,0.85,TP
6,22,0.7,TP
7,22,0.6,TP
8,22,0.75,TP
9,22,0.75,TP
10,22,0.75,TP
11,22,0.5,TP
12,22,0.7,TP
13,22,0.65,TP
14,22,0.8,TP
15,22,0.8,TP
16,22,0.6,TP
17,22,0.7,TP
18,22,0.8,TP
19,22,0.75,TP
20,22,0.7,TP
21,22,0.6,TP
22,22,0.9,TP
23,22,0.7,TP
24,22,0.8,TP
25,22,0.9,TP
26,22,0.75,TP
27,22,0.75,TP
28,22,0.75,TP
29,22,0.75,TP
30,22,0.7,TP
31,22,0.65,TP
32,22,0.9,TP
33,22,0.8,TP
34,22,0.75,TP
35,22,0.7,TP
36,22,0.75,TP
37,22,0.8,TP
38,22,0.8,TP
39,22,0.75,TP
40,22,0.8,TP
41,22,0.75,TP
42,22,0.7,TP
43,22,0.75,TP
44,22,0.7,TP
45,22,0.8,TP
46,22,0.7,TP
47,22,0.9,TP
48,22,0.8,TP
49,22,0.7,TP
50,22,0.55,TP
1,23,0.7,TP
2,23,0.55,TP
3,23,0.6,TP
4,23,0.5,TP
5,23,0.75,TP
6,23,0.65,TP
7,23,0.9,TP
8,23,0.7,TP
9,23,0.75,TP
10,23,0.6,TP
11,23,0.65,TP
12,23,0.75,TP
13,23,0.9,TP
14,23,0.65,TP
15,23,0.7,TP
16,23,0.65,TP
17,23,0.7,TP
18,23,0.75,TP
19,23,0.65,TP
20,23,0.7,TP
21,23,0.7,TP
22,23,0.7,TP
23,23,0.85,TP
24,23,0.65,TP
25,23,0.75,TP
26,23,0.65,TP
27,23,0.6,TP
28,23,0.75,TP
29,23,0.5,TP
30,23,0.65,TP
31,23,0.8,TP
32,23,0.75,TP
33,23,0.75,TP
34,23,0.75,TP
35,23,0.75,TP
36,23,0.85,TP
37,23,0.7,TP
38,23,0.75,TP
39,23,0.8,TP
40,23,0.75,TP
41,23,0.8,TP
42,23,0.8,TP
43,23,0.7,TP
44,23,0.6,TP
45,23,0.75,TP
