"","Date","concentrations.NO3","Flow"
"84",2013-04-24,1.253,2.6
"85",2013-04-24,1.239,2.6
"86",2013-05-03,0.656,4.9
"87",2013-05-09,0.536,21
"88",2013-05-10,0.844,14
"89",2013-05-20,0.436,8.2
"90",2013-05-21,0.367,31
"91",2013-05-30,0.526,13
"92",2013-06-05,1.007,4.2
"93",2013-06-12,0.963,0.26
"94",2013-06-25,1.051,0.25
"95",2013-07-08,0.48,0.35
"96",2013-07-08,0.478,0.35
"97",2013-07-16,0.349,5
"98",2013-07-31,1.785,0.44
"99",2013-08-07,1.972,0.43
"100",2013-08-13,0.34,14
"101",2013-08-20,1.934,0.35
"102",2013-08-28,1.603,0.27
"103",2013-09-04,1.108,0.6
"104",2013-09-11,1.287,0.62
"105",2013-09-18,0.568,0.29
"106",2013-09-23,1.01,0.84
"107",2013-09-28,0.382,5.2
"108",2013-10-05,0.991,38
"109",2013-10-24,1.251,1.6
"110",2013-10-30,0.203,3.9
"111",2013-11-06,0.532,0.52
"112",2013-11-13,0.808,0.15
"113",2013-11-21,0.637,13
"114",2013-12-02,0.628,0.33
"115",2013-12-12,0.735,0.58
"116",2013-12-18,0.858,0.53
"117",2014-01-09,1.14,0.77
"118",2014-01-10,0.555,2.9
"119",2014-01-22,1.073,0.58
"120",2014-01-28,1.229,1.1
"121",2014-02-06,1.354,0.91
"122",2014-02-12,1.429,1.9
"123",2014-02-21,3.987,1.8
"124",2014-02-25,1.222,1.5
"125",2014-03-07,1.384,2.7
"126",2014-03-11,1.189,0.93
"127",2014-03-16,0.585,29
"128",2014-03-27,0.989,2
"129",2014-03-27,0.84,2
"130",2014-04-03,0.458,5.3
"131",2014-04-03,1.038,5.3
"132",2014-04-07,0.511,8.7
"133",2014-04-13,4.721,2.1
"134",2014-04-22,0.622,0.18
"135",2014-04-27,0.275,0.78
"136",2014-04-28,0.638,0.36
"137",2014-05-08,0.177,12
"138",2014-05-12,0.45,11
"139",2014-05-20,0.828,0.47
"140",2014-05-28,0.552,0.35
"141",2014-06-02,0.366,4.6
"142",2014-06-06,0.338,3.6
"143",2014-06-10,0.873,4.2
"144",2014-07-01,0.927,0.39
"145",2014-07-09,0.837,0.22
"146",2014-07-10,0.581,7
"147",2014-07-23,0.605,0.28
"148",2014-07-29,0.801,0.24
"149",2014-08-05,0.571,0.15
"150",2014-08-07,0.566,6.3
"151",2014-08-12,1.661,0.11
"152",2014-08-19,2.313,0.08
"153",2014-08-27,1.201,0.05
"154",2014-08-30,0.399,4.2
"155",2014-09-02,0.372,17
"156",2014-09-06,1.092,2.7
"157",2014-09-10,0.966,0.07
"158",2014-09-17,0.523,3.2
"159",2014-09-17,0.341,3.2
"160",2014-09-24,0.411,0.05
"161",2014-10-01,0.497,0.09
"162",2014-10-08,0.535,0.16
"163",2014-10-10,0.615,25
"164",2014-11-04,0.337,9.3
"165",2014-12-05,0.278,2.6
"166",2014-12-17,0.946,2.9
"167",2015-03-04,0.659,3.2
"168",2015-03-11,0.937,0.11
"169",2015-03-18,0.403,2.3
"170",2015-03-25,0.371,7.2
"171",2015-04-13,0.692,4.7
"172",2015-04-17,0.322,3.6
"173",2015-04-24,0.37,7.3
"174",2015-05-07,0.698,0.83
"175",2015-06-01,0.919,0.04
