"","Date","concentrations.SO4","Flow"
"120",2012-01-18,18.748,311
"121",2012-01-26,13.191,2700
"122",2012-02-01,15.901,571
"123",2012-02-04,17.009,2120
"124",2012-02-15,17.095,472
"125",2012-02-29,17.339,366
"126",2012-03-15,18.4505,442
"127",2012-03-20,12.775,3310
"128",2012-03-22,9.826,7290
"129",2012-03-28,12.842,1010
"130",2012-04-11,13.161,417
"131",2012-04-16,14.057,792
"132",2012-04-25,15.027,302
"133",2012-05-02,16.251,435
"134",2012-05-09,16.377,244
"135",2012-05-17,18.182,205
"136",2012-05-23,18.757,179
"137",2012-05-31,17.614,197
"138",2012-06-04,17.706,389
"139",2012-06-13,19.357,158
"140",2012-06-20,21.35,136
"141",2012-06-28,23.893,122
"142",2012-07-11,22.348,112
"143",2012-07-18,25.672,102
"144",2012-07-25,29.616,90
"145",2012-08-01,28.73,96
"146",2012-08-16,27.977,113
"147",2012-08-21,27.126,120
"148",2012-08-27,31.325,449
"149",2012-09-04,25.274,143
"150",2012-09-06,24.194,134
"151",2012-09-11,22.428,157
"152",2012-09-25,25.331,125
"153",2012-10-02,27.036,116
"154",2012-10-09,27.996,114
"155",2012-10-13,28.542,540
"156",2012-10-16,18.07,283
"157",2012-10-23,23.864,148
"158",2012-11-01,25.404,131
"159",2012-11-15,26.91,148
"160",2012-11-27,26.031,120
"161",2012-12-04,23.332,193
"162",2012-12-11,24.235,150
"163",2013-01-03,22.304,184
"164",2013-01-11,24.509,153
"165",2013-01-15,27.772,160
"166",2013-01-22,28.893,139
"167",2013-01-30,19.431,2360
"168",2013-02-05,22.2,314
"169",2013-02-12,25.363,361
"170",2013-02-19,26.672,275
"171",2013-02-26,25.903,414
"172",2013-03-05,24.673,312
"173",2013-03-10,22.92,2390
"174",2013-03-19,20.029,439
"175",2013-03-26,21.877,416
"176",2013-04-05,16.264,925
"177",2013-04-11,18.71,1830
"178",2013-04-18,10.989,6260
"179",2013-04-25,29.661,765
"180",2013-05-03,14.529,822
"181",2013-05-10,4.918,14400
"182",2013-05-21,7.762,1680
"183",2013-05-21,13.303,1680
"184",2013-05-29,12.618,676
"185",2013-06-07,13.264,667
"186",2013-06-26,16.844,270
"187",2013-07-10,19.31,196
"188",2013-08-01,11.874,697
"189",2013-08-08,12.8,4400
"190",2013-08-15,11.565,852
"191",2013-08-21,15.451,363
"192",2013-08-29,18.314,250
"193",2013-09-05,20.273,210
"194",2013-09-12,22.148,183
"195",2013-09-19,22.556,170
"196",2013-09-20,22.337,699
"197",2013-10-03,20.341,208
"198",2013-10-06,11.277,1630
"199",2013-10-21,21.04,216
"200",2013-10-31,23.426,671
"201",2013-11-07,20.046,505
"202",2013-11-14,19.954,253
"203",2013-11-21,21.505,259
"204",2013-12-03,20.129,216
"205",2013-12-13,23.556,233
"206",2013-12-20,18.19,493
"207",2013-12-21,14.296,3200
"208",2014-01-08,16.9855,341
"209",2014-01-11,17.149,2380
"210",2014-01-23,17.601,359
"211",2014-01-29,19.781,288
"212",2014-02-07,20.414,261
"213",2014-02-13,22.797,256
"214",2014-02-20,22.927,255
"215",2014-02-26,22.092,215
"216",2014-03-06,23.281,260
"217",2014-03-13,22.288,347
"218",2014-03-17,10.879,5980
"219",2014-03-28,17.073,565
"220",2014-03-29,18.168,1240
"221",2014-04-03,16.84,588
"222",2014-04-04,16.137,1250
"223",2014-04-08,15.014,1270
"224",2014-04-15,16.872,598
"225",2014-04-24,17.117,397
"226",2014-04-29,18.559,376
"227",2014-05-09,16.81,1010
"228",2014-05-13,12.967,1480
"229",2014-05-15,15.978,1000
"230",2014-05-21,16.339,399
"231",2014-05-29,17.84,315
"232",2014-06-03,19.72,514
"233",2014-06-16,19.243,415
"234",2014-07-02,16.4955,262
"235",2014-07-07,17.787,200
"236",2014-07-22,20.855,165
"237",2014-07-31,21.532,252
"238",2014-08-06,19.623,166
"239",2014-08-13,19.697,195
"240",2014-08-21,24.065,160
"241",2014-08-28,26.335,134
"242",2014-09-03,23.251,604
"243",2014-09-11,26.848,163
"244",2014-09-18,29.475,324
"245",2014-09-24,21.047,166
"246",2014-10-01,26.578,140
"247",2014-10-09,27.154,141
"248",2014-10-10,15.335,1360
"249",2014-10-13,16.828,3230
"250",2014-10-23,17.493,328
"251",2014-10-29,19.37,264
"252",2014-11-06,20.583,430
"253",2014-11-13,22.034,221
"254",2014-11-19,22.281,199
"255",2014-12-02,21.178,219
"256",2014-12-11,22.506,290
"257",2014-12-17,20.395,568
"258",2015-01-05,21.22,658
"259",2015-01-08,19.66,424
"260",2015-01-15,20.829,305
"261",2015-01-21,22.379,265
"262",2015-01-29,21.901,238
"263",2015-02-04,24.165,262
"264",2015-02-11,23.353,230
"265",2015-02-18,23.764,230
"266",2015-02-25,22.033,375
"267",2015-03-05,28.045,815
"268",2015-03-11,21.833,1140
"269",2015-03-14,14.029,4350
"270",2015-03-19,15.847,1330
"271",2015-03-26,14.1985,2560
"272",2015-04-01,15.455,678
"273",2015-04-14,16.13,519
"274",2015-04-22,15.746,486
"275",2015-04-29,17.606,353
"276",2015-05-08,15.207,1790
"277",2015-05-11,8.094,7270
"278",2015-05-17,11.183,2610
"279",2015-05-24,6.145,8380
"280",2015-06-01,10.322,2210
"281",2015-06-20,11.597,6800
