Date,NO3,TN,SRP,TP,TSS,Cl,SO4
2012-04-16,3.01,3.31,0.059,0.088,23,12.069,14.057
2012-04-25,2.807,2.99,0.036,0.054,5.1,14.152,15.027
2012-05-02,2.774,2.94,0.061,0.076,11.6,15.876,16.251
2012-05-09,2.376,2.86,0.058,0.08,5.1,16.082,16.377
2012-05-17,2.572,2.77,0.047,0.06,5,17.754,18.182
2012-05-23,2.422,2.71,0.048,0.066,5,19.111,18.757
2012-05-31,2.004,2.39,0.064,0.096,6,18.421,17.614
2012-06-04,1.995,2.36,0.059,0.092,11.3,19.952,17.706
2012-06-13,1.904,2.12,0.059,0.072,5.3,18.806,19.357
2012-06-20,1.756,1.89,0.054,0.076,8.1,21.854,21.35
2012-06-28,1.588,1.87,0.059,0.074,5.7,23.827,23.893
2012-07-11,1.168,1.43,0.065,0.08,4.7,24.546,22.348
2012-07-18,1.1325,1.335,0.0555,0.082,5.15,25.85,25.672
2012-07-25,0.951,1.09,0.059,0.08,4.4,27.249,29.616
2012-08-01,0.878,1.04,0.055,0.076,4.9,27.676,28.73
2012-08-16,0.996,1.27,0.061,0.1,5.7,27.259,27.977
2012-08-21,1.193,1.47,0.068,0.096,5.2,24.583,27.126
2012-08-27,1.72,2.2,0.071,0.178,109.7,28.216,31.325
2012-09-04,1.576,1.82,0.076,0.104,8.9,21.194,25.274
2012-09-06,1.557,1.78,0.076,0.102,9.1,22.128,24.194
2012-09-11,1.483,1.74,0.074,0.096,7.2,20.694,22.428
2012-09-25,1.776,2,0.07,0.08,4.1,23.267,25.331
2012-10-02,1.864,2.1,0.077,0.078,3,24.776,27.036
2012-10-09,2.082,2.26,0.069,0.082,0.3,26.285,27.996
2012-10-13,2.404,2.89,0.096,0.148,24.5,25.783,28.542
2012-10-16,1.753,1.97,0.069,0.092,3.5,16.715,18.07
2012-10-23,1.913,2.89,0.062,0.08,1.9,22.542,23.864
2012-11-01,1.948,2.21,0.057,0.068,1.3,24.627,25.404
2012-11-15,1.966,2.13,0.049,0.062,1.9,26.61,26.91
2012-11-27,2.125,2.38,0.038,0.044,0.7,26.158,26.031
2012-12-04,2.169,2.42,0.041,0.056,4.3,23.717,23.332
2012-12-11,2.168,2.44,0.047,0.058,0.9,22.632,24.235
2013-01-03,2.525,2.7,0.03,0.034,1.1,22.383,22.304
2013-01-11,2.666,4.79,0.011,0.032,0.3,25.618,24.509
2013-01-15,2.725,2.83,0.03,0.04,0.9,27.77,27.772
2013-01-22,2.637,2.77,0.018,0.028,0.7,27.347,28.893
2013-01-30,1.88,3.38,0.064,0.692,364.9,15.076,19.431
2013-02-05,3.383,3.66,0.035,0.05,2,17.131,22.2
2013-02-12,2.517,2.74,0.036,0.048,2.8,17.872,25.363
2013-02-19,2.607,2.56,0.026,0.036,1.2,19.406,26.672
2013-02-26,2.638,2.92,0.023,0.032,2.1,19.39,25.903
2013-03-05,2.608,2.66,0.011,0.018,2.3,18.677,24.673
2013-03-10,2.818,3.48,0.072,0.262,118.3,16.696,22.92
2013-03-19,3.534,3.55,0.039,0.052,1.9,14.388,20.029
2013-03-26,3.091,3.1,0.027,0.042,0.9,15.25,21.877
2013-04-05,2.513,2.89,0.034,0.066,7.1,10.17,16.264
2013-04-11,2.149,2.76,0.039,0.252,161,10.606,18.71
2013-04-18,2.18,3.08,0.154,0.542,263.7,8.818,10.989
2013-04-25,3.665,3.97,0.05,0.056,4.6,20.928,29.661
2013-05-03,3.13,3.17,0.044,0.068,4.5,10.468,14.529
2013-05-10,0.852,2.28,0.264,1.054,365.9,2.836,4.918
2013-05-21,0.895,1.9,0.174,0.572,216.3,3.778,7.762
2013-05-21,2.931,3.58,0.057,0.09,18.3,9.088,13.303
2013-05-29,3.046,3.04,0.049,0.068,6,9.398,12.618
2013-06-07,2.644,2.82,0.049,0.068,4.1,10.235,13.264
2013-06-26,2.5815,2.78,0.0565,0.071,4.6,15.1955,16.844
2013-07-10,2.43,2.68,0.049,0.07,3.5,18.766,19.31
2013-08-01,1.537,2.03,0.071,0.162,29,10.167,11.874
2013-08-08,2.233,3.45,0.176,0.835,429.5,12.534,12.8
2013-08-15,2.405,2.77,0.064,0.098,9.5,10.146,11.565
2013-08-21,2.718,3.01,0.057,0.068,3.2,13.181,15.451
2013-08-29,2.541,2.72,0.051,0.074,2.7,16.959,18.314
2013-09-05,2.451,2.61,0.057,0.072,2.8,17.6505,20.273
2013-09-12,2.376,2.81,0.055,0.072,4,20.591,22.148
2013-09-19,2.628,2.59,0.059,0.074,3,20.654,22.556
2013-09-20,2.567,2.76,0.066,0.17,75.3,21.305,22.337
2013-10-03,2.379,2.45,0.061,0.08,4.7,18.79,20.341
2013-10-06,1.558,2.01,0.089,0.236,65.8,9.512,11.277
2013-10-21,2.335,2.42,0.053,0.068,3,18.147,21.04
2013-10-31,2.603,2.63,0.047,0.106,29.6,20.039,23.426
2013-11-07,2.654,2.48,0.058,0.06,3.1,16.688,20.046
2013-11-14,2.634,2.64,0.042,0.048,0.9,17.077,19.954
2013-11-21,2.547,2.57,0.027,0.038,2.3,18.308,21.505
2013-12-03,2.563,2.54,0.019,0.03,0.8,17.343,20.129
2013-12-13,2.87,2.94,0.011,0.028,1.1,20.458,23.556
2013-12-20,3.328,3.27,0.029,0.05,3.5,16.326,18.19
2013-12-21,2.651,3.13,0.121,0.254,44.3,13.727,14.296
2014-01-08,3.735,3.76,0.03,0.046,1.35,14.8955,16.9855
2014-01-11,2.026,2.74,0.126,0.304,108.2,16.859,17.149
2014-01-23,3.55,3.57,0.022,0.03,3.2,14.865,17.601
2014-01-29,3.558,3.55,0.011,0.038,0.3,16.007,19.781
2014-02-07,3.47,3.5,0.014,0.02,0.6,19.501,20.414
2014-02-13,3.33,3.31,0.009,0.022,2.5,21.001,22.797
2014-02-20,2.924,3.095,0.0085,0.02,2.95,19.9385,22.927
2014-02-26,2.983,3.11,0.009,0.02,1.5,19.171,22.092
2014-03-06,3.091,3.12,0.01,0.013,2.1,19.175,23.281
2014-03-13,2.474,2.6,0.03,0.28,4.1,21.152,22.288
2014-03-17,1.864,2.6,0.115,0.384,172.9,9.564,10.879
2014-03-28,3.09,8.39,0.031,0.056,4.6,14.201,17.073
2014-03-29,2.56,2.91,0.027,0.116,51.2,12.964,18.168
2014-04-03,2.637,2.79,0.031,0.062,5.6,13.08,16.84
2014-04-04,2.067,2.75,0.05,0.23,81.1,11.752,16.137
2014-04-08,1.836,2.18,0.053,0.128,22.3,9.93,15.014
2014-04-15,2.21,2.39,0.029,0.044,2.5,12.951,16.872
2014-04-24,1.929,2.29,0.002,0.03,6,15.23,17.117
2014-04-29,2.1855,2.54,0.018,0.043,8.05,16.5825,18.559
2014-05-09,1.901,2.76,0.066,0.234,74.3,15.014,16.81
2014-05-13,1.613,4.66,0.068,0.276,139.1,11.007,12.967
2014-05-15,1.862,2.27,0.054,0.092,14.9,11.668,15.978
2014-05-21,2.083,2.59,0.027,0.062,10.1,13.561,16.339
2014-05-29,2.307,2.7,0.043,0.066,8.9,17.011,17.84
2014-06-03,2.278,2.66,0.053,0.092,16.4,18.207,19.72
2014-06-16,2.258,2.64,0.047,0.09,19.1,17.979,19.243
2014-07-02,1.9215,2.17,0.06,0.076,9.55,15.523,16.4955
2014-07-07,1.92,2.07,0.054,0.078,5.9,17.946,17.787
2014-07-22,1.818,2.2,0.044,0.072,6.1,21.641,20.855
2014-07-31,1.797,1.9,0.058,0.09,16.7,21.96,21.532
2014-08-06,1.545,1.74,0.048,0.082,5,20.808,19.623
2014-08-13,1.537,1.82,0.053,0.074,5.1,19.321,19.697
2014-08-21,1.516,1.7,0.058,0.082,7.4,21.83,24.065
2014-08-28,1.418,1.66,0.058,0.078,9.3,23.87,26.335
2014-09-03,1.566,1.98,0.078,0.162,37.3,20.209,23.251
2014-09-11,1.423,1.69,0.059,0.08,9.3,21.342,26.848
2014-09-18,2.058,2.37,0.064,0.102,18.3,25.548,29.475
2014-09-24,1.626,1.88,0.053,0.074,5.1,20.422,21.047
2014-10-01,1.751,1.98,0.049,0.068,6.3,24.3,26.578
2014-10-09,1.765,2.035,0.0435,0.069,4.15,24.4125,27.154
2014-10-10,1.116,2.3,0.107,0.876,174.3,7.582,15.335
2014-10-13,1.093,1.89,0.175,0.622,285.1,5.677,16.828
2014-10-23,2.855,2.96,0.054,0.08,4.5,15.043,17.493
2014-10-29,2.478,2.71,0.044,0.068,2.3,16.732,19.37
2014-11-06,2.133,2.48,0.048,0.072,4.8,16.95,20.583
2014-11-13,2.468,2.55,0.036,0.05,1.7,18.736,22.034
2014-11-19,2.777,2.88,0.024,0.046,0,19.252,22.281
2014-12-02,2.625,2.67,0.03,0.041,0.7,18.105,21.178
2014-12-11,2.68,2.65,0.029,0.044,2.1,18.187,22.506
2014-12-17,2.289,2.43,0.05,0.086,3.2,14.14,20.395
2015-01-05,2.227,2.53,0.075,0.142,11.7,12.993,21.22
2015-01-08,3.165,3.07,0.032,0.052,1.1,14.971,19.66
2015-01-15,3.162,3.33,0.022,0.034,1.1,17.094,20.829
2015-01-21,2.896,2.9,0.013,0.04,1.4,18.058,22.379
2015-01-29,2.904,5.94,0.01,0.024,2.3,19.679,21.901
2015-02-04,0.059,2.84,0.012,0.022,0.9,19.052,24.165
2015-02-11,2.6488,2.74,0.011,0.028,1.3,19.798,23.353
2015-02-18,2.573,2.69,0.009,0.022,0.7,20.3,23.764
2015-02-25,2.546,2.61,0.009,0.032,2.8,20.451,22.033
2015-03-05,2.126,2.36,0.01,0.066,10.4,21.483,28.045
2015-03-11,1.976,2.4,0.055,0.148,20.8,18.137,21.833
2015-03-14,1.485,2.69,0.168,0.604,240.9,11.197,14.029
2015-03-19,2.767,2.93,0.043,0.112,17.9,12.616,15.847
2015-03-26,1.6745,2.86,0.1225,0.62,341.1,10.8145,14.1985
2015-04-01,3.043,3.1,0.035,0.074,10.3,13.256,15.455
2015-04-14,2.497,2.67,0.022,0.056,8.1,14.267,16.13
2015-04-22,2.076,2.41,0.025,0.052,4.5,12.816,15.746
2015-04-29,2.027,5.7,0.01,0.034,5.8,16.442,17.606
2015-05-08,1.674,2.71,0.047,0.524,333.6,12.83,15.207
2015-05-11,0.945,1.79,0.091,0.436,172.5,4.889,8.094
2015-05-17,1.079,2.15,0.071,0.602,269.8,5.583,11.183
2015-05-24,1.565,2.8,0.198,0.73,347.8,4.249,6.145
2015-06-01,2.639,2.69,0.061,0.106,14.6,7.395,10.322
2015-06-20,0.789,1.54,0.192,0.604,199.5,3.397,11.597
