"","Date","concentrations.TSS","Flow"
"224",2015-01-05,57.8,1690
"225",2015-01-07,1.7,764
"226",2015-01-14,0.9,308
"227",2015-01-21,0.1,195
"228",2015-01-28,1.1,140
"229",2015-02-04,0.1,138
"230",2015-02-11,1.2,108
"231",2015-02-18,0.4,96
"232",2015-02-25,1.4,486
"233",2015-03-05,40.7,2140
"234",2015-03-11,6.7,2280
"235",2015-03-14,232.3,5720
"236",2015-03-19,6.5,1950
"237",2015-03-26,121.2,7260
"238",2015-04-01,4.4,1170
"239",2015-04-15,4.9,591
"240",2015-04-22,2.5,687
"241",2015-04-29,2.1,397
"242",2015-05-12,109.1,6680
"243",2015-05-18,58.8,4080
"244",2015-06-01,6.7,2400
"245",2015-06-20,190.5,6920
