"","Date","concentrations.SO4","Flow"
"67",2010-10-07,21.026,20
"68",2010-10-13,17.061,16
"69",2010-10-21,23.8945,21
"70",2010-10-28,19.607,24
"71",2010-11-03,16.939,35
"72",2010-11-11,21.69,21
"73",2010-11-16,20.095,21
"74",2010-11-29,22.23,41
"75",2010-12-09,22.978,25
"76",2010-12-16,21.227,33
"77",2011-01-06,25.164,47
"78",2011-01-12,23.583,35
"79",2011-01-21,47.809,33
"80",2011-01-26,24.023,33
"81",2011-02-06,27.216,53
"82",2011-02-12,28.752,81
"83",2011-02-14,31.567,389
"84",2011-02-25,25.67,298
"85",2011-02-28,13.294,1200
"86",2011-03-05,22.009,355
"87",2011-03-14,21.683,351
"88",2011-03-31,22.671,64
"89",2011-04-07,24.635,55
"90",2011-04-11,25.608,310
"91",2011-04-20,20.782,82
"92",2011-04-23,10.965,2970
"93",2011-04-25,4.546,20000
"94",2011-04-26,8.34,12300
"95",2011-05-11,13.346,62
"96",2011-05-18,14.405,45
"97",2011-05-24,4.447,6680
"98",2011-06-09,12.395,66
"99",2011-06-15,12.3895,54
"100",2011-07-14,14.9105,27
"101",2011-07-20,14.736,24
"102",2011-07-28,15.527,21
"103",2011-08-04,16.313,21
"104",2011-08-31,19.76,18
"105",2011-09-07,20.614,18
"106",2011-09-15,20.197,17
"107",2011-09-21,23.186,22
"108",2011-09-29,21.88,26
"109",2011-10-05,23.452,23
"110",2011-10-13,22.679,34
"111",2011-10-28,22.512,33
"112",2011-11-02,23.358,27
"113",2011-11-08,11.517,1700
"114",2011-11-16,20.878,112
"115",2011-11-30,20.075,140
"116",2011-12-07,17.192,196
"117",2012-01-04,19.961,99
"118",2012-01-11,21.818,180
"119",2012-01-18,20.958,99
"120",2012-01-25,14.935,893
"121",2012-02-01,18.093,152
"122",2012-02-04,11.746,857
"123",2012-02-15,20.022,111
"124",2012-02-29,19.123,87
"125",2012-03-15,18.515,102
"126",2012-03-20,8.247,2400
"127",2012-03-22,12.319,1610
"128",2012-03-28,15.638,259
"129",2012-04-11,16.21,85
"130",2012-04-15,16.994,109
"131",2012-04-25,17.295,54
"132",2012-05-02,17.596,53
"133",2012-05-09,19.44,40
"134",2012-05-17,19.678,37
"135",2012-05-23,18.18,34
"136",2012-05-31,19.906,36
"137",2012-06-06,52.549,31
"138",2012-06-13,21.259,14
"139",2012-06-20,25.136,13
"140",2012-06-28,20.9,12
"141",2012-07-11,22.251,12
"142",2012-07-18,25.488,10
"143",2012-07-25,24.4115,9.5
"144",2012-08-01,22.847,9.1
"145",2012-08-16,21.429,11
"146",2012-08-22,23.688,11
"147",2012-09-06,26.061,12
"148",2012-09-12,25.58,12
"149",2012-09-27,27.169,13
"150",2012-10-03,24.799,13
"151",2012-10-10,24.498,14
"152",2012-10-16,23.063,24
"153",2012-10-25,25.383,22
"154",2012-11-01,23.806,21
"155",2012-11-08,25.109,20
"156",2012-11-15,24.588,22
"157",2012-11-29,23.482,21
"158",2012-12-06,21.829,23
"159",2012-12-13,27.1305,20
"160",2013-01-03,27.963,25
"161",2013-01-11,31.274,21
"162",2013-01-14,28.479,22
"163",2013-01-24,29.78,21
"164",2013-01-30,18.024,444
"165",2013-02-07,30.05,36
"166",2013-02-13,33.622,55
"167",2013-02-21,31.593,54
"168",2013-03-01,25.457,63
"169",2013-03-05,28.009,45
"170",2013-03-10,15.835,1020
"171",2013-03-19,22.657,112
"172",2013-03-26,24.198,118
"173",2013-04-05,18.403,278
"174",2013-04-11,15.016,508
"175",2013-04-18,7.074,2430
"176",2013-04-25,18.02,151
"177",2013-05-03,16.459,201
"178",2013-05-10,6.07,3300
"179",2013-05-21,7.2,1620
"180",2013-05-21,15.838,1620
"181",2013-05-29,14.638,137
"182",2013-06-07,15.66,128
"183",2013-06-26,18.308,59
"184",2013-07-10,18.145,50
"185",2013-07-17,14.723,72
"186",2013-08-01,21.167,53
"187",2013-08-08,19.574,376
"188",2013-08-15,25.82,21
"189",2013-08-21,24.723,17
"190",2013-08-29,23.736,16
"191",2013-09-05,24.043,16
"192",2013-09-12,23.576,18
"193",2013-09-19,22.431,17
"194",2013-09-20,18.641,148
"195",2013-10-03,20.513,29
"196",2013-10-05,21.086,173
"197",2013-10-21,28.173,37
"198",2013-10-31,25.633,49
"199",2013-11-07,28.698,46
"200",2013-11-14,27.922,36
"201",2013-11-21,27.554,91
"202",2013-12-03,28.6575,39
"203",2013-12-13,29.296,45
"204",2013-12-20,23.443,110
"205",2013-12-21,11.697,1260
"206",2014-01-08,24.123,95
"207",2014-01-10,24.247,322
"208",2014-01-23,20.964,88
"209",2014-01-29,23.001,72
"210",2014-02-07,26.6165,74
"211",2014-02-13,29.194,79
"212",2014-02-20,27.914,75
"213",2014-02-26,27.711,65
"214",2014-03-06,27.343,94
"215",2014-03-13,23.284,115
"216",2014-03-16,9.353,2310
"217",2014-03-28,20.194,166
"218",2014-04-03,18.475,165
"219",2014-04-04,16.24,347
"220",2014-04-08,15.387,316
"221",2014-04-15,18.148,117
"222",2014-04-24,19.802,65
"223",2014-04-29,20.367,59
"224",2014-05-09,18.027,98
"225",2014-05-13,16.491,247
"226",2014-05-15,18.01,188
"227",2014-05-21,19.04,60
"228",2014-05-29,20.219,44
"229",2014-06-03,21.465,56
"230",2014-06-16,20.843,43
"231",2014-07-02,16.41,24
"232",2014-07-07,18.197,17
"233",2014-07-22,20.741,13
"234",2014-07-31,21.283,26
"235",2014-08-06,20.821,15
"236",2014-08-13,21.04,19
"237",2014-08-21,23.511,14
"238",2014-08-28,25.751,13
"239",2014-09-02,21.2205,149
"240",2014-09-11,26.172,16
"241",2014-09-18,23.923,28
"242",2014-09-24,25.465,12
"243",2014-10-01,25.98,11
"244",2014-10-09,25.331,14
"245",2014-10-10,16.558,428
"246",2014-10-13,18.245,966
"247",2014-10-23,20.788,51
"248",2014-10-29,21.788,41
"249",2014-11-06,25.071,100
"250",2014-11-13,24.727,38
"251",2014-11-19,24.9165,27
"252",2014-12-02,24.558,34
"253",2014-12-11,21.569,75
"254",2014-12-17,19.676,167
"255",2015-01-04,17.879,NA
"256",2015-01-08,21.0175,117
"257",2015-01-15,22.807,72
"258",2015-01-21,24.779,55
"259",2015-01-29,26.205,44
"260",2015-02-04,26.572,52
"261",2015-02-11,26.842,41
"262",2015-02-18,26.14,43
"263",2015-02-25,29.315,81
"264",2015-03-05,22.855,350
"265",2015-03-11,19.231,372
"266",2015-03-14,11.586,1990
"267",2015-03-19,17.842,411
"268",2015-03-26,21.833,1190
"269",2015-04-01,18.503,185
"270",2015-04-14,20.74,197
"271",2015-04-22,19.461,124
"272",2015-04-29,21.298,73
"273",2015-05-08,12.15,844
"274",2015-05-11,7.018,2590
"275",2015-05-17,8.704,1380
"276",2015-05-24,8.192,2260
"277",2015-06-01,13.17,414
"278",2015-06-19,5.303,5120
